"id","mtime","file","mtype","refname","fullname","name","rank","description","license","privileged","disclosure_date","default_target","default_action","stance","ready","ref_names","author_names"
1140,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/http/scrutinizer_add_user.rb","auxiliary","admin/http/scrutinizer_add_user","auxiliary/admin/http/scrutinizer_add_user","Plixer Scrutinizer NetFlow and sFlow Analyzer HTTP Authentication Bypass",300,"This will add an administrative account to Scrutinizer NetFlow and sFlow Analyzer without any authentication. Versions such as 9.0.1 or older are affected.","Metasploit Framework License (BSD)","f","2012-07-27 00:00:00",,,"aggressive","t","CVE-2012-2626, OSVDB-84318, URL-https://www.trustwave.com/spiderlabs/advisories/TWSL2012-014.txt","Jonathan Claudius, MC <mc@metasploit.com>, Tanya Secker, sinn3r <sinn3r@metasploit.com>"
1141,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/http/tomcat_administration.rb","auxiliary","admin/http/tomcat_administration","auxiliary/admin/http/tomcat_administration","Tomcat Administration Tool Default Access",300,"Detect the Tomcat administration interface.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://tomcat.apache.org/","Matteo Cantoni <goony@nothink.org>"
1142,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/http/tomcat_utf8_traversal.rb","auxiliary","admin/http/tomcat_utf8_traversal","auxiliary/admin/http/tomcat_utf8_traversal","Tomcat UTF-8 Directory Traversal Vulnerability",300,"This module tests whether a directory traversal vulnerablity is present in versions of Apache Tomcat 4.1.0 - 4.1.37, 5.5.0 - 5.5.26 and 6.0.0 - 6.0.16 under specific and non-default installations. The connector must have allowLinking set to true and URIEncoding set to UTF-8. Furthermore, the vulnerability actually occurs within Java and not Tomcat; the server must use Java versions prior to Sun 1.4.2_19, 1.5.0_17, 6u11 - or prior IBM Java 5.0 SR9, 1.4.2 SR13, SE 6 SR4 releases. This module has only been tested against RedHat 9 running Tomcat 6.0.16 and Sun JRE 1.5.0-05. You may wish to change FILE (hosts,sensitive files), MAXDIRS and RPORT depending on your environment.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","CVE-2008-2938, OSVDB-47464, URL-http://tomcat.apache.org/, URL-http://www.securityfocus.com/archive/1/499926","guerrino <ruggine> di massa, patrick <patrick@osisecurity.com.au>"
1143,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/http/trendmicro_dlp_traversal.rb","auxiliary","admin/http/trendmicro_dlp_traversal","auxiliary/admin/http/trendmicro_dlp_traversal","TrendMicro Data Loss Prevention 5.5 Directory Traversal",300,"This module tests whether a directory traversal vulnerablity is present in Trend Micro DLP (Data Loss Prevention) Appliance v5.5 build <= 1294. The vulnerability appears to be actually caused by the Tomcat UTF-8 bug which is implemented in module tomcat_utf8_traversal CVE 2008-2938. This module simply tests for the same bug with Trend Micro specific settings. Note that in the Trend Micro appliance, /etc/shadow is not used and therefore password hashes are stored and anonymously accessible in the passwd file.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","BID-48225, CVE-2008-2938, EDB-17388, OSVDB-47464, OSVDB-73447, URL-http://tomcat.apache.org/, URL-http://www.securityfocus.com/archive/1/499926","patrick <patrick@osisecurity.com.au>"
1144,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/http/typo3_sa_2009_001.rb","auxiliary","admin/http/typo3_sa_2009_001","auxiliary/admin/http/typo3_sa_2009_001","TYPO3 sa-2009-001 Weak Encryption Key File Disclosure",300,"This module exploits a flaw in TYPO3 encryption ey creation process to allow for file disclosure in the jumpUrl mechanism. This flaw can be used to read any file that the web server user account has access to view.","Metasploit Framework License (BSD)","f","2009-01-20 00:00:00",,,"aggressive","t","OSVDB-51536, URL-http://blog.c22.cc/advisories/typo3-sa-2009-001, URL-http://typo3.org/teams/security/security-bulletins/typo3-sa-2009-001/","Chris John Riley"
1145,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/http/typo3_sa_2009_002.rb","auxiliary","admin/http/typo3_sa_2009_002","auxiliary/admin/http/typo3_sa_2009_002","Typo3 sa-2009-002 File Disclosure",300,"This module exploits a file disclosure vulnerability in the jumpUrl mechanism of  Typo3. This flaw can be used to read any file that the web server user account has  access to.","Metasploit Framework License (BSD)","f","2009-02-10 00:00:00",,"Download","aggressive","t","CVE-2009-0815, EDB-8038, OSVDB-52048, URL-http://secunia.com/advisories/33829/, URL-http://typo3.org/teams/security/security-bulletins/typo3-sa-2009-002/","spinbad <spinbad.security@googlemail.com>"
1146,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/http/typo3_sa_2010_020.rb","auxiliary","admin/http/typo3_sa_2010_020","auxiliary/admin/http/typo3_sa_2010_020","TYPO3 sa-2010-020 Remote File Disclosure",300,"This module exploits a flaw in the way the TYPO3 jumpurl feature matches hashes. Due to this flaw a Remote File Disclosure is possible by matching the juhash of 0. This flaw can be used to read any file that the web server user account has access to view.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://gregorkopf.de/slides_berlinsides_2010.pdf, URL-http://typo3.org/teams/security/security-bulletins/typo3-sa-2010-020","Chris John Riley, Gregor Kopf"
1147,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/http/typo3_winstaller_default_enc_keys.rb","auxiliary","admin/http/typo3_winstaller_default_enc_keys","auxiliary/admin/http/typo3_winstaller_default_enc_keys","TYPO3 Winstaller default Encryption Keys",300,"This module exploits known default encryption keys found in the TYPO3 Winstaller. This flaw allows for file disclosure in the jumpUrl mechanism. This issue can be used to read any file that the web server user account has access to view.  The method used to create the juhash (short MD5 hash) was altered in later versions of Typo3. Use the show actions command to display and select the version of TYPO3 in use (defaults to the older method of juhash creation).","Metasploit Framework License (BSD)","f",,,"Short_MD5","aggressive","t","URL-http://typo3winstaller.sourceforge.net/","Chris John Riley"
1148,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/maxdb/maxdb_cons_exec.rb","auxiliary","admin/maxdb/maxdb_cons_exec","auxiliary/admin/maxdb/maxdb_cons_exec","SAP MaxDB cons.exe Remote Command Injection",300,"SAP MaxDB is prone to a remote command-injection vulnerability because the application fails to properly sanitize user-supplied input.","Metasploit Framework License (BSD)","f","2008-01-09 00:00:00",,,"aggressive","t","BID-27206, CVE-2008-0244, OSVDB-40210","MC <mc@metasploit.com>"
1149,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/misc/wol.rb","auxiliary","admin/misc/wol","auxiliary/admin/misc/wol","UDP Wake-On-Lan (WOL)",300,"This module will turn on a remote machine with a network card that supports wake-on-lan (or MagicPacket). In order to use this, you must know the machine's MAC address in advance. The current default MAC address is just an example of how your input should look like.  The password field is optional. If present, it should be in this hex format: 001122334455, which is translated to ""0x001122334455"" in binary. Note that this should be either 4 or 6 bytes long.","Metasploit Framework License (BSD)","f",,,,"aggressive","t",,"sinn3r <sinn3r@metasploit.com>"
1150,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/motorola/wr850g_cred.rb","auxiliary","admin/motorola/wr850g_cred","auxiliary/admin/motorola/wr850g_cred","Motorola WR850G v4.03 Credentials",300,"Login credentials to the Motorola WR850G router with firmware v4.03 can be obtained via a simple GET request if issued while the administrator is logged in. A lot more information is available through this request, but you can get it all and more after logging in.","Metasploit Framework License (BSD)","f","2004-09-24 00:00:00",,,"aggressive","t","CVE-2004-1550, OSVDB-10232, URL-http://seclists.org/bugtraq/2004/Sep/0339.html","kris katterjohn <katterjohn@gmail.com>"
1151,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/ms/ms08_059_his2006.rb","auxiliary","admin/ms/ms08_059_his2006","auxiliary/admin/ms/ms08_059_his2006","Microsoft Host Integration Server 2006 Command Execution Vulnerability",300,"This module exploits a command-injection vulnerability in Microsoft Host Integration Server 2006.","Metasploit Framework License (BSD)","f","2008-10-14 00:00:00",,,"aggressive","t","CVE-2008-3466, MSB-MS08-059, OSVDB-49068, URL-http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=745","MC <mc@metasploit.com>"
1152,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mssql/mssql_enum.rb","auxiliary","admin/mssql/mssql_enum","auxiliary/admin/mssql/mssql_enum","Microsoft SQL Server Configuration Enumerator",300,"This module will perform a series of configuration audits and security checks against a Microsoft SQL Server database. For this module to work, valid administrative user credentials must be supplied.","Metasploit Framework License (BSD)","f",,,,"aggressive","t",,"Carlos Perez <carlos_perez@darkoperator.com>"
1153,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mssql/mssql_exec.rb","auxiliary","admin/mssql/mssql_exec","auxiliary/admin/mssql/mssql_exec","Microsoft SQL Server xp_cmdshell Command Execution",300,"This module will execute a Windows command on a MSSQL/MSDE instance  via the xp_cmdshell procedure. A valid username and password is required  to use this module","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://msdn.microsoft.com/en-us/library/cc448435(PROT.10).aspx","tebo <tebo@attackresearch.com>"
1154,"2013-05-29 16:42:01","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mssql/mssql_findandsampledata.rb","auxiliary","admin/mssql/mssql_findandsampledata","auxiliary/admin/mssql/mssql_findandsampledata","Microsoft SQL Server - Find and Sample Data",300,"This script will search through all of the non-default databases  on the SQL Server for columns that match the keywords defined in the TSQL KEYWORDS  option. If column names are found that match the defined keywords and data is present  in the associated tables, the script will select a sample of the records from each of  the affected tables. The sample size is determined by the SAMPLE_SIZE option, and results  output in a CSV format.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://www.netspi.com/blog/author/ssutherland/","Carlos Perez <carlos_perez@darkoperator.com>, Robin Wood <robin@digininja.org>, Scott Sutherland <scott.sutherland@netspi.com>, hdm <hdm@metasploit.com>, humble-desser <humble.desser@gmail.com>, todb <todb@metasploit.com>"
1155,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mssql/mssql_idf.rb","auxiliary","admin/mssql/mssql_idf","auxiliary/admin/mssql/mssql_idf","Microsoft SQL Server - Interesting Data Finder",300,"This module will search the specified MSSQL server for 'interesting' columns and data.  The module has been tested against SQL Server 2005 but it should also work on SQL Server 2008. The module will not work against SQL Server 2000 at this time, if you are interested in supporting this platform, please contact the author.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://www.digininja.org/metasploit/mssql_idf.php","Robin Wood <robin@digininja.org>"
1156,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mssql/mssql_ntlm_stealer.rb","auxiliary","admin/mssql/mssql_ntlm_stealer","auxiliary/admin/mssql/mssql_ntlm_stealer","Microsoft SQL Server NTLM Stealer",300,"This module can be used to help capture or relay the LM/NTLM credentials of the account running the remote SQL Server service. The module will use the supplied credentials to connect to the target SQL Server instance and execute the native ""xp_dirtree"" or ""xp_fileexist"" stored procedure. The stored procedures will then force the service account to authenticate to the system defined in the SMBProxy option. In order for the attack to be successful, the SMB capture or relay module must be running on the system defined as the SMBProxy. The database account used to connect to the database should only require the ""PUBLIC"" role to execute. Successful execution of this attack usually results in local administrative access to the Windows system. Specifically, this works great for relaying credentials between two SQL Servers using a shared service account to get shells. However, if the relay fails, then the LM hash can be reversed using the Halflm rainbow tables and john the ripper. Thanks to ""Sh2kerr"" who wrote the ora_ntlm_stealer for the inspiration.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://en.wikipedia.org/wiki/SMBRelay","nullbind <scott.sutherland@netspi.com>"
1157,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mssql/mssql_ntlm_stealer_sqli.rb","auxiliary","admin/mssql/mssql_ntlm_stealer_sqli","auxiliary/admin/mssql/mssql_ntlm_stealer_sqli","Microsoft SQL Server NTLM Stealer - SQLi",300,"This module can be used to help capture or relay the LM/NTLM credentials of the account running the remote SQL Server service. The module will use the SQL injection from GET_PATH to connect to the target SQL Server instance and execute the native ""xp_dirtree"" or stored procedure. The stored procedures will then force the service account to authenticate to the system defined in the SMBProxy option. In order for the attack to be successful, the SMB capture or relay module must be running on the system defined as the SMBProxy. The database account used to connect to the database should only require the ""PUBLIC"" role to execute. Successful execution of this attack usually results in local administrative access to the Windows system. Specifically, this works great for relaying credentials between two SQL Servers using a shared service account to get shells. However, if the relay fails, then the LM hash can be reversed using the Halflm rainbow tables and john the ripper.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://en.wikipedia.org/wiki/SMBRelay","Antti <antti.rantasaari@netspi.com>, nullbind <scott.sutherland@netspi.com>"
1158,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mssql/mssql_sql.rb","auxiliary","admin/mssql/mssql_sql","auxiliary/admin/mssql/mssql_sql","Microsoft SQL Server Generic Query",300,"This module will allow for simple SQL statements to be executed against a MSSQL/MSDE instance given the appropiate credentials.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://msdn.microsoft.com/en-us/library/cc448435(PROT.10).aspx, URL-http://www.attackresearch.com","tebo <tebo@attackresearch.com>"
1159,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mssql/mssql_sql_file.rb","auxiliary","admin/mssql/mssql_sql_file","auxiliary/admin/mssql/mssql_sql_file","Microsoft SQL Server Generic Query from File",300,"This module will allow for multiple SQL queries contained within a specified file to be executed against a Microsoft SQL (MSSQL) Server instance, given the appropiate credentials.","Metasploit Framework License (BSD)","f",,,,"aggressive","t",,"j0hn__f : <jf@tinternet.org.uk>"
1160,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mysql/mysql_enum.rb","auxiliary","admin/mysql/mysql_enum","auxiliary/admin/mysql/mysql_enum","MySQL Enumeration Module",300,"This module allows for simple enumeration of MySQL Database Server provided proper credentials to connect remotely.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-https://cisecurity.org/benchmarks.html","Carlos Perez <carlos_perez@darkoperator.com>"
1161,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/mysql/mysql_sql.rb","auxiliary","admin/mysql/mysql_sql","auxiliary/admin/mysql/mysql_sql","MySQL SQL Generic Query",300,"This module allows for simple SQL statements to be executed against a MySQL instance given the appropriate credentials.","Metasploit Framework License (BSD)","f",,,,"aggressive","t",,"Bernardo Damele A. G. <bernardo.damele@gmail.com>"
1162,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/natpmp/natpmp_map.rb","auxiliary","admin/natpmp/natpmp_map","auxiliary/admin/natpmp/natpmp_map","NAT-PMP Port Mapper",300,"Map (forward) TCP and UDP ports on NAT devices using NAT-PMP","Metasploit Framework License (BSD)","f",,,,"aggressive","t",,"Jon Hart <jhart@spoofed.org>"
1163,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/officescan/tmlisten_traversal.rb","auxiliary","admin/officescan/tmlisten_traversal","auxiliary/admin/officescan/tmlisten_traversal","TrendMicro OfficeScanNT Listener Traversal Arbitrary File Access",300,"This module tests for directory traversal vulnerability in the UpdateAgent function in the OfficeScanNT Listener (TmListen.exe) service in Trend Micro OfficeScan. This allows remote attackers to read arbitrary files as SYSTEM via dot dot sequences in an HTTP request.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","BID-31531, CVE-2008-2439, OSVDB-48730, URL-http://www.trendmicro.com/ftp/documentation/readme/OSCE_7.3_Win_EN_CriticalPatch_B1372_Readme.txt","Anshul Pandey <anshul999@gmail.com>, patrick <patrick@osisecurity.com.au>"
1164,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/ora_ntlm_stealer.rb","auxiliary","admin/oracle/ora_ntlm_stealer","auxiliary/admin/oracle/ora_ntlm_stealer","Oracle SMB Relay Code Execution",300,"This module will help you to get Administrator access to OS using an unprivileged Oracle database user (you need only CONNECT and RESOURCE privileges). To do this you must firstly run smb_sniffer or smb_relay module on your sever. Then you must connect to Oracle database and run this module Ora_NTLM_stealer.rb which will connect to your SMB sever with credentials of Oracle RDBMS. So if smb_relay is working, you will get Administrator access to server which runs Oracle. If not than you can decrypt HALFLM hash.","Metasploit Framework License (BSD)","f","2009-04-07 00:00:00",,,"aggressive","t","URL-http://dsecrg.com/pages/pub/show.php?id=17","Sh2kerr <research[ad]dsecrg.com>"
1165,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/oracle_login.rb","auxiliary","admin/oracle/oracle_login","auxiliary/admin/oracle/oracle_login","Oracle Account Discovery",300,"This module uses a list of well known default authentication credentials to discover easily guessed accounts.","Metasploit Framework License (BSD)","f","2008-11-20 00:00:00",,,"aggressive","t","URL-http://seclists.org/fulldisclosure/2009/Oct/261, URL-http://www.petefinnigan.com/default/oracle_default_passwords.csv","MC <mc@metasploit.com>"
1166,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/oracle_sql.rb","auxiliary","admin/oracle/oracle_sql","auxiliary/admin/oracle/oracle_sql","Oracle SQL Generic Query",300,"This module allows for simple SQL statements to be executed against a Oracle instance given the appropriate credentials and sid.","Metasploit Framework License (BSD)","f","2007-12-07 00:00:00",,,"aggressive","t","URL-https://www.metasploit.com/users/mc","MC <mc@metasploit.com>"
1167,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/oraenum.rb","auxiliary","admin/oracle/oraenum","auxiliary/admin/oracle/oraenum","Oracle Database Enumeration",300,"This module provides a simple way to scan an Oracle database server for configuration parameters that may be useful during a penetration test. Valid database credentials must be provided for this module to run.","Metasploit Framework License (BSD)","f",,,,"aggressive","t",,"Carlos Perez <carlos_perez@darkoperator.com>"
1168,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/osb_execqr.rb","auxiliary","admin/oracle/osb_execqr","auxiliary/admin/oracle/osb_execqr","Oracle Secure Backup exec_qr() Command Injection Vulnerability",300,"This module exploits a command injection vulnerablility in Oracle Secure Backup version 10.1.0.3 to 10.2.0.2.","Metasploit Framework License (BSD)","f","2009-01-14 00:00:00",,,"aggressive","t","CVE-2008-5448, OSVDB-51342, URL-http://www.oracle.com/technology/deploy/security/critical-patch-updates/cpujan2009.html, URL-http://www.zerodayinitiative.com/advisories/ZDI-09-003","MC <mc@metasploit.com>"
1169,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/osb_execqr2.rb","auxiliary","admin/oracle/osb_execqr2","auxiliary/admin/oracle/osb_execqr2","Oracle Secure Backup Authentication Bypass/Command Injection Vulnerability",300,"This module exploits an authentication bypass vulnerability in login.php in order to execute arbitrary code via a command injection vulnerability in property_box.php. This module was tested against Oracle Secure Backup version 10.3.0.1.0 (Win32).","Metasploit Framework License (BSD)","f","2009-08-18 00:00:00",,,"aggressive","t","CVE-2009-1977, CVE-2009-1978, OSVDB-55903, OSVDB-55904, URL-http://www.zerodayinitiative.com/advisories/ZDI-09-058, URL-http://www.zerodayinitiative.com/advisories/ZDI-09-059","MC <mc@metasploit.com>"
1170,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/osb_execqr3.rb","auxiliary","admin/oracle/osb_execqr3","auxiliary/admin/oracle/osb_execqr3","Oracle Secure Backup Authentication Bypass/Command Injection Vulnerability",300,"This module exploits an authentication bypass vulnerability in login.php in order to execute arbitrary code via a command injection vulnerability in property_box.php. This module was tested against Oracle Secure Backup version 10.3.0.1.0 (Win32).","Metasploit Framework License (BSD)","f","2010-07-13 00:00:00",,,"aggressive","t","CVE-2010-0904, OSVDB-66338, URL-http://www.zerodayinitiative.com/advisories/ZDI-10-118","MC <mc@metasploit.com>"
1171,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/post_exploitation/win32exec.rb","auxiliary","admin/oracle/post_exploitation/win32exec","auxiliary/admin/oracle/post_exploitation/win32exec","Oracle Java execCommand (Win32)",300,"This module will create a java class which enables the execution of OS commands.","Metasploit Framework License (BSD)","f","2007-12-07 00:00:00",,,"aggressive","t","URL-https://www.metasploit.com/users/mc","MC <mc@metasploit.com>"
1172,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/post_exploitation/win32upload.rb","auxiliary","admin/oracle/post_exploitation/win32upload","auxiliary/admin/oracle/post_exploitation/win32upload","Oracle URL Download",300,"This module will create a java class which enables the download of a binary from a webserver to the oracle filesystem.","Metasploit Framework License (BSD)","f","2005-02-10 00:00:00",,,"aggressive","t","URL-http://www.argeniss.com/research/oraclesqlinj.zip","CG <cg@carnal0wnage.com>"
1173,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/sid_brute.rb","auxiliary","admin/oracle/sid_brute","auxiliary/admin/oracle/sid_brute","Oracle TNS Listener SID Brute Forcer",300,"This module simply attempts to discover the protected SID.","Metasploit Framework License (BSD)","f","2009-01-07 00:00:00",,,"aggressive","t","URL-http://www.red-database-security.com/scripts/sid.txt, URL-https://www.metasploit.com/users/mc","MC <mc@metasploit.com>"
1174,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/oracle/tnscmd.rb","auxiliary","admin/oracle/tnscmd","auxiliary/admin/oracle/tnscmd","Oracle TNS Listener Command Issuer",300,"This module allows for the sending of arbitrary TNS commands in order to gather information. Inspired from tnscmd.pl from www.jammed.com/~jwa/hacks/security/tnscmd/tnscmd","Metasploit Framework License (BSD)","f","2009-02-01 00:00:00",,,"aggressive","t",,"MC <mc@metasploit.com>"
1175,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/pop2/uw_fileretrieval.rb","auxiliary","admin/pop2/uw_fileretrieval","auxiliary/admin/pop2/uw_fileretrieval","UoW pop2d Remote File Retrieval Vulnerability",300,"This module exploits a vulnerability in the FOLD command of the University of Washington ipop2d service. By specifying an arbitrary folder name it is possible to retrieve any file which is world or group readable by the user ID of the POP account. This vulnerability can only be exploited with a valid username and password. The From address is the file owner.","Metasploit Framework License (BSD)","f","2000-07-14 00:00:00",,,"aggressive","t","BID-1484, OSVDB-368","patrick <patrick@osisecurity.com.au>"
1176,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/postgres/postgres_readfile.rb","auxiliary","admin/postgres/postgres_readfile","auxiliary/admin/postgres/postgres_readfile","PostgreSQL Server Generic Query",300,"This module imports a file local on the PostgreSQL Server into a temporary table, reads it, and then drops the temporary table. It requires PostgreSQL credentials with table CREATE privileges as well as read privileges to the target file.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://michaeldaw.org/sql-injection-cheat-sheet#postgres","todb <todb@metasploit.com>"
1177,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/postgres/postgres_sql.rb","auxiliary","admin/postgres/postgres_sql","auxiliary/admin/postgres/postgres_sql","PostgreSQL Server Generic Query",300,"This module will allow for simple SQL statements to be executed against a PostgreSQL instance given the appropiate credentials.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-www.postgresql.org","todb <todb@metasploit.com>"
1178,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/sap/sap_configservlet_exec_noauth.rb","auxiliary","admin/sap/sap_configservlet_exec_noauth","auxiliary/admin/sap/sap_configservlet_exec_noauth","SAP ConfigServlet OS Command Execution",300,"This module allows execution of operating system commands through the SAP ConfigServlet without any authentication.","Metasploit Framework License (BSD)","f","2012-11-01 00:00:00",,,"aggressive","t","EDB-24963, OSVDB-92704, URL-http://erpscan.com/wp-content/uploads/2012/11/Breaking-SAP-Portal-HackerHalted-2012.pdf","Andras Kabai, Dmitry Chastuhin"
1179,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/sap/sap_mgmt_con_osexec.rb","auxiliary","admin/sap/sap_mgmt_con_osexec","auxiliary/admin/sap/sap_mgmt_con_osexec","SAP Management Console OSExecute",300,"This module allows execution of operating system commands through the SAP Management Console SOAP Interface. A valid username and password must be provided.","Metasploit Framework License (BSD)","f",,,,"aggressive","t","URL-http://blog.c22.cc","Chris John Riley"
1180,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/scada/igss_exec_17.rb","auxiliary","admin/scada/igss_exec_17","auxiliary/admin/scada/igss_exec_17","Interactive Graphical SCADA System Remote Command Injection",300,"This module abuses a directory traversal flaw in Interactive Graphical SCADA System v9.00. In conjunction with the traversal flaw, if opcode 0x17 is sent to the dc.exe process, an attacker may be able to execute arbitrary system commands.","Metasploit Framework License (BSD)","f","2011-03-21 00:00:00",,,"aggressive","t","CVE-2011-1566, OSVDB-72349, URL-http://aluigi.org/adv/igss_8-adv.txt","Luigi Auriemma, MC <mc@metasploit.com>"
1181,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/scada/modicon_command.rb","auxiliary","admin/scada/modicon_command","auxiliary/admin/scada/modicon_command","Schneider Modicon Remote START/STOP Command",300,"The Schneider Modicon with Unity series of PLCs use Modbus function code 90 (0x5a) to perform administrative commands without authentication. This module allows a remote user to change the state of the PLC between STOP and RUN, allowing an attacker to end process control by the PLC.  This module is based on the original 'modiconstop.rb' Basecamp module from DigitalBond.","Metasploit Framework License (BSD)","f","2012-04-05 00:00:00",,,"aggressive","t","URL-http://www.digitalbond.com/tools/basecamp/metasploit-modules/","K. Reid Wightman <wightman@digitalbond.com>, todb <todb@metasploit.com>"
1182,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/scada/modicon_password_recovery.rb","auxiliary","admin/scada/modicon_password_recovery","auxiliary/admin/scada/modicon_password_recovery","Schneider Modicon Quantum Password Recovery",300,"The Schneider Modicon Quantum series of Ethernet cards store usernames and passwords for the system in files that may be retrieved via backdoor access.  This module is based on the original 'modiconpass.rb' Basecamp module from DigitalBond.","Metasploit Framework License (BSD)","f","2012-01-19 00:00:00",,,"aggressive","t","URL-http://www.digitalbond.com/tools/basecamp/metasploit-modules/","K. Reid Wightman <wightman@digitalbond.com>, todb <todb@metasploit.com>"
1183,"2013-05-07 00:25:41","/opt/metasploit/apps/pro/msf3/modules/auxiliary/admin/scada/modicon_stux_transfer.rb","auxiliary","admin/scada/modicon_stux_transfer","auxiliary/admin/scada/modicon_stux_transfer","Schneider Modicon Ladder Logic Upload/Download",300,"The Schneider Modicon with Unity series of PLCs use Modbus function code 90 (0x5a) to send and receive ladder logic. The protocol is unauthenticated, and allows a rogue host to retrieve the existing logic and to upload new logic.  Two modes are supported: ""SEND"" and ""RECV,"" which behave as one might expect -- use 'set mode ACTIONAME' to use either mode of operation.  In either mode, FILENAME must be set to a valid path to an existing file (for SENDing) or a new file (for RECVing), and the directory must already exist. The default, 'modicon_ladder.apx' is a blank ladder logic file which can be used for testing.  This module is based on the original 'modiconstux.rb' Basecamp module from DigitalBond.","Metasploit Framework License (BSD)","f","2012-04-05 00:00:00",,,"aggressive","t","URL-http://www.digitalbond.com/tools/basecamp/metasploit-modules/","K. Reid Wightman <wightman@digitalbond.com>, todb <todb@metasploit.com>"
