Nasdaq Traded|Symbol|Security Name|Listing Exchange|Market Category|ETF|Round Lot Size|Test Issue|Financial Status|CQS Symbol|NASDAQ Symbol|NextShares
Y|MMD|MainStay MacKay DefinedTerm Municipal Opportunities Fund|N| |N|100|N||MMD|MMD|N
Y|MMDM|Modern Media Acquisition Corp. - Common Stock|Q|S|N|100|N|N||MMDM|N
Y|MMDMR|Modern Media Acquisition Corp. - Right|Q|S|N|100|N|N||MMDMR|N
Y|MMDMU|Modern Media Acquisition Corp. - Unit|Q|S|N|100|N|N||MMDMU|N
Y|MMDMW|Modern Media Acquisition Corp. - Warrant|Q|S|N|100|N|N||MMDMW|N
Y|MMI|Marcus & Millichap, Inc. Common Stock|N| |N|100|N||MMI|MMI|N
Y|MMIN|IQ MacKay Shields Municipal Insured ETF ETF|P| |Y|100|N||MMIN|MMIN|N
Y|MMIT|IQ MacKay Shields Municipal Intermediate ETF|P| |Y|100|N||MMIT|MMIT|N
Y|MMLP|Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests|Q|Q|N|100|N|N||MMLP|N
Y|MMM|3M Company Common Stock|N| |N|100|N||MMM|MMM|N
Y|MMP|Magellan Midstream Partners L.P. Limited Partnership|N| |N|100|N||MMP|MMP|N
Y|MMS|Maximus, Inc. Common Stock|N| |N|100|N||MMS|MMS|N
Y|MMSI|Merit Medical Systems, Inc. - Common Stock|Q|Q|N|100|N|N||MMSI|N
Y|MMT|MFS Multimarket Income Trust Common Stock|N| |N|100|N||MMT|MMT|N
Y|MMTM|SPDR S&P 1500 Momentum Tilt ETF|P| |Y|100|N||MMTM|MMTM|N
Y|MMU|Western Asset Managed Municipals Fund, Inc. Common Stock|N| |N|100|N||MMU|MMU|N
Y|MMV|Eaton Vance Massachusetts Municipal Income Trust Shares of Beneficial Interest|A| |N|100|N||MMV|MMV|N
Y|MMYT|MakeMyTrip Limited - Ordinary Shares|Q|Q|N|100|N|N||MMYT|N
Y|MN|Manning & Napier, Inc. Class A Common Stock|N| |N|100|N||MN|MN|N
Y|MNA|IQ Merger Arbitrage ETF|P| |Y|100|N||MNA|MNA|N
Y|MNDO|MIND C.T.I. Ltd. - Ordinary Shares|Q|G|N|100|N|N||MNDO|N
Y|MNE|Blackrock Muni New York Intermediate Duration Fund Inc Common Stock|N| |N|100|N||MNE|MNE|N
Y|MNGA|MagneGas Corporation - Common Stcok|Q|S|N|100|N|N||MNGA|N
Y|MNI|McClatchy Company (The) Common Stock|A| |N|100|N||MNI|MNI|N
Y|MNK|Mallinckrodt plc Ordinary Shares|N| |N|100|N||MNK|MNK|N
Y|MNKD|MannKind Corporation - Common Stock|Q|G|N|100|N|N||MNKD|N
Y|MNLO|Menlo Therapeutics Inc. - Common Stock|Q|Q|N|100|N|N||MNLO|N
Y|MNOV|MediciNova, Inc. - Common Stock|Q|G|N|100|N|N||MNOV|N
Y|MNP|Western Asset Municipal Partners Fund, Inc. Common Stock|N| |N|100|N||MNP|MNP|N
Y|MNR|Monmouth Real Estate Investment Corporation Class A Common Stock|N| |N|100|N||MNR|MNR|N
Y|MNR$C|Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock|N| |N|100|N||MNRpC|MNR-C|N
Y|MNRO|Monro, Inc.  - Common Stock|Q|Q|N|100|N|N||MNRO|N
Y|MNST|Monster Beverage Corporation - Common Stock|Q|Q|N|100|N|N||MNST|N
Y|MNTA|Momenta Pharmaceuticals, Inc. - Common Stock|Q|Q|N|100|N|N||MNTA|N
Y|MNTX|Manitex International, Inc. - common stock|Q|S|N|100|N|N||MNTX|N
Y|MO|Altria Group, Inc.|N| |N|100|N||MO|MO|N
Y|MOAT|VanEck Vectors Morningstar Wide Moat ETF|P| |Y|100|N||MOAT|MOAT|N
Y|MOBL|MobileIron, Inc. - Common Stock|Q|Q|N|100|N|N||MOBL|N
Y|MOC|Command Security Corporation Common Stock|A| |N|100|N||MOC|MOC|N
Y|MOD|Modine Manufacturing Company Common Stock|N| |N|100|N||MOD|MOD|N
Y|MODN|Model N, Inc. Common Stock|N| |N|100|N||MODN|MODN|N
Y|MOFG|MidWestOne Financial Group, Inc. - Common Stock|Q|Q|N|100|N|N||MOFG|N
Y|MOG.A|Moog Inc. Class A Common Stock|N| |N|100|N||MOG.A|MOG.A|N
Y|MOG.B|Moog Inc. Class B Common Stock|N| |N|100|N||MOG.B|MOG.B|N
Y|MOGLC|Gabelli NextShares Trust - Gabelli Media Mogul NextShares|Q|G|N|100|N|N||MOGLC|Y
Y|MOGO|Mogo Finance Technology Inc. - Common Share|Q|S|N|100|N|N||MOGO|N
Y|MOH|Molina Healthcare Inc Common Stock|N| |N|100|N||MOH|MOH|N
Y|MOM|AGFiQ U.S. Market Neutral Momentum Fund|P| |Y|100|N||MOM|MOM|N
Y|MOMO|Momo Inc. - American Depositary Shares|Q|Q|N|100|N|N||MOMO|N
Y|MON|Monsanto Company Common Stock|N| |N|100|N||MON|MON|N
Y|MOO|VanEck Vectors Agribusiness ETF|P| |Y|100|N||MOO|MOO|N
Y|MOR|MorphoSys AG - American Depositary Shares|Q|Q|N|100|N|N||MOR|N
Y|MORL|ETRACS Monthly Pay 2XLeveraged Mortgage REIT ETN|P| |N|100|N||MORL|MORL|N
Y|MORN|Morningstar, Inc. - Common Stock|Q|Q|N|100|N|N||MORN|N
Y|MORT|VanEck Vectors Mortgage REIT Income ETF|P| |Y|100|N||MORT|MORT|N
Y|MOS|Mosaic Company (The) Common Stock|N| |N|100|N||MOS|MOS|N
Y|MOSC|Mosaic Acquisition Corp. Class A Ordinary Shares|N| |N|100|N||MOSC|MOSC|N
Y|MOSC.U|Mosaic Acquisition Corp. Units, each consisting of one Class A Ordinary Share and one-third of one Warrant|N| |N|100|N||MOSC.U|MOSC=|N
Y|MOSC.W|Mosaic Acquisition Corp. Warrants, each exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share|N| |N|100|N||MOSC.WS|MOSC+|N
Y|MOSY|MoSys, Inc. - Common Stock|Q|S|N|100|N|N||MOSY|N
Y|MOTI|VanEck Vectors Morningstar International Moat ETF|P| |Y|100|N||MOTI|MOTI|N
Y|MOTS|Motus GI Holdings, Inc. - Common Stock|Q|S|N|100|N|N||MOTS|N
Y|MOV|Movado Group Inc. Common Stock|N| |N|100|N||MOV|MOV|N
Y|MOXC|Moxian, Inc. - Common Stock|Q|S|N|100|N|D||MOXC|N
Y|MP$D|Mississippi Power Company 5.25 Srs Pfd|N| |N|100|N||MPpD|MP-D|N
Y|MPA|Blackrock MuniYield Pennsylvania Quality Fund Common Stock|N| |N|100|N||MPA|MPA|N
Y|MPAA|Motorcar Parts of America, Inc. - Common Stock|Q|Q|N|100|N|N||MPAA|N
Y|MPAC|Matlin & Partners Acquisition Corporation - Class A Common Stock|Q|S|N|100|N|N||MPAC|N
Y|MPACU|Matlin & Partners Acquisition Corporation - Unit|Q|S|N|100|N|N||MPACU|N
Y|MPACW|Matlin & Partners Acquisition Corporation - Warrants|Q|S|N|100|N|N||MPACW|N
Y|MPB|Mid Penn Bancorp - Common Stock|Q|G|N|100|N|N||MPB|N
Y|MPC|Marathon Petroleum Corporation Common Stock|N| |N|100|N||MPC|MPC|N
Y|MPCT|iShares MSCI Global Impact ETF|Q|G|Y|100|N|N||MPCT|N
Y|MPLX|MPLX LP Common Units Representing Limited Partner Interests|N| |N|100|N||MPLX|MPLX|N
Y|MPO|Midstates Petroleum Company Inc. Common Stock|N| |N|100|N||MPO|MPO|N
Y|MPV|Barings Participation Investors Common Stock|N| |N|100|N||MPV|MPV|N
Y|MPVD|Mountain Province Diamonds Inc. - Common Stock|Q|Q|N|100|N|N||MPVD|N
Y|MPW|Medical Properties Trust, Inc. common stock|N| |N|100|N||MPW|MPW|N
Y|MPWR|Monolithic Power Systems, Inc. - Common Stock|Q|Q|N|100|N|N||MPWR|N
Y|MPX|Marine Products Corporation Common Stock|N| |N|100|N||MPX|MPX|N
Y|MQT|Blackrock MuniYield Quality Fund II, Inc. Common Stock|N| |N|100|N||MQT|MQT|N
Y|MQY|Blackrock MuniYield Quality Fund, Inc. Common Stock|N| |N|100|N||MQY|MQY|N
Y|MRAM|Everspin Technologies, Inc. - Common Stock|Q|G|N|100|N|N||MRAM|N
Y|MRBK|Meridian Bank - Common Stock|Q|Q|N|100|N|N||MRBK|N
Y|MRC|MRC Global Inc. Common Stock|N| |N|100|N||MRC|MRC|N
Y|MRCC|Monroe Capital Corporation - Common Stock|Q|Q|N|100|N|N||MRCC|N
Y|MRCY|Mercury Systems Inc - Common Stock|Q|Q|N|100|N|N||MRCY|N
Y|MRGR|ProShares Merger ETF|Z| |Y|100|N||MRGR|MRGR|N
Y|MRIN|Marin Software Incorporated Common Stock|N| |N|100|N||MRIN|MRIN|N
Y|MRK|Merck & Company, Inc. Common Stock (new)|N| |N|100|N||MRK|MRK|N
Y|MRLN|Marlin Business Services Corp. - Common Stock|Q|Q|N|100|N|N||MRLN|N
Y|MRNS|Marinus Pharmaceuticals, Inc. - Common Stock|Q|G|N|100|N|N||MRNS|N
Y|MRO|Marathon Oil Corporation Common Stock|N| |N|100|N||MRO|MRO|N
Y|MRRL|ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN Series B due October 16, 2042|P| |N|100|N||MRRL|MRRL|N
Y|MRSN|Mersana Therapeutics, Inc. - Common Stock|Q|Q|N|100|N|N||MRSN|N
Y|MRT|MedEquities Realty Trust, Inc. Common Stock|N| |N|100|N||MRT|MRT|N
Y|MRTN|Marten Transport, Ltd. - Common Stock|Q|Q|N|100|N|N||MRTN|N
Y|MRTX|Mirati Therapeutics, Inc. - Common Stock|Q|S|N|100|N|N||MRTX|N
Y|MRUS|Merus N.V. - Common Shares|Q|G|N|100|N|N||MRUS|N
Y|MRVL|Marvell Technology Group Ltd. - Common Stock|Q|Q|N|100|N|N||MRVL|N
Y|MS|Morgan Stanley Common Stock|N| |N|100|N||MS|MS|N
Y|MS$A|Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A|N| |N|100|N||MSpA|MS-A|N
Y|MS$E|Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E|N| |N|100|N||MSpE|MS-E|N
Y|MS$F|Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag|N| |N|100|N||MSpF|MS-F|N
Y|MS$G|Morgan Stanley Depositary Shares Representing 1/1000th Preferred Series G|N| |N|100|N||MSpG|MS-G|N
Y|MS$I|Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum)|N| |N|100|N||MSpI|MS-I|N
Y|MS$K|Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock,  Series K|N| |N|100|N||MSpK|MS-K|N
Y|MSA|MSA Safety Incorporated Common Stock|N| |N|100|N||MSA|MSA|N
Y|MSB|Mesabi Trust Common Stock|N| |N|100|N||MSB|MSB|N
Y|MSBF|MSB Financial Corp. - Common Stock|Q|G|N|100|N|N||MSBF|N
Y|MSBI|Midland States Bancorp, Inc. - Common Stock|Q|Q|N|100|N|N||MSBI|N
Y|MSCC|Microsemi Corporation - Common Stock|Q|Q|N|100|N|N||MSCC|N
Y|MSCI|MSCI Inc Common Stock|N| |N|100|N||MSCI|MSCI|N
Y|MSD|Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock|N| |N|100|N||MSD|MSD|N
Y|MSEX|Middlesex Water Company - Common Stock|Q|Q|N|100|N|N||MSEX|N
Y|MSF|Morgan Stanley Emerging Markets Fund, Inc. Common Stock|N| |N|100|N||MSF|MSF|N
Y|MSFT|Microsoft Corporation - Common Stock|Q|Q|N|100|N|N||MSFT|N
Y|MSG|The Madison Square Garden Company Class A Common Stock (New)|N| |N|100|N||MSG|MSG|N
Y|MSGN|MSG Networks Inc. Common Stock|N| |N|100|N||MSGN|MSGN|N
Y|MSI|Motorola Solutions, Inc. Common Stock|N| |N|100|N||MSI|MSI|N
Y|MSL|MidSouth Bancorp Common Stock|N| |N|100|N||MSL|MSL|N
Y|MSM|MSC Industrial Direct Company, Inc. Common Stock|N| |N|100|N||MSM|MSM|N
Y|MSN|Emerson Radio Corporation Common Stock|A| |N|100|N||MSN|MSN|N
Y|MSON|MISONIX, Inc. - Common Stock|Q|G|N|100|N|N||MSON|N
Y|MSP|Madison Strategic Sector Premium Fund Madison Strategic Sector Premium Fund Common Shares of Beneficial Interest|N| |N|100|N||MSP|MSP|N
Y|MSTR|MicroStrategy Incorporated - Class A Common Stock|Q|Q|N|100|N|N||MSTR|N
Y|MSUS|LHA Market State U.S. Tactical ETF |Z| |Y|100|N||MSUS|MSUS|N
Y|MT|Arcelor Mittal NY Registry Shares NEW|N| |N|100|N||MT|MT|N
Y|MTB|M&T Bank Corporation Common Stock|N| |N|100|N||MTB|MTB|N
Y|MTB$|M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series A|N| |N|100|N||MTBp|MTB-|N
Y|MTB$C|M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock, Series C|N| |N|100|N||MTBpC|MTB-C|N
Y|MTB.W|M&T Bank Corporation Warrant (Expiring December 23, 2018)|N| |N|100|N||MTB.WS|MTB+|N
Y|MTBC|Medical Transcription Billing, Corp. - Common Stock|Q|S|N|100|N|N||MTBC|N
Y|MTBCP|Medical Transcription Billing, Corp. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock|Q|S|N|100|N|N||MTBCP|N
Y|MTCH|Match Group, Inc. - Common Stock|Q|Q|N|100|N|N||MTCH|N
Y|MTD|Mettler-Toledo International, Inc. Common Stock|N| |N|100|N||MTD|MTD|N
Y|MTDR|Matador Resources Company Common Stock|N| |N|100|N||MTDR|MTDR|N
Y|MTEC|MTech Acquisition Corp. - Class A Common Stock|Q|S|N|100|N|N||MTEC|N
Y|MTECU|MTech Acquisition Corp. - Unit|Q|S|N|100|N|N||MTECU|N
Y|MTECW|MTech Acquisition Corp. - Warrant|Q|S|N|100|N|N||MTECW|N
Y|MTEM|Molecular Templates, Inc. - Common Stock|Q|S|N|100|N|N||MTEM|N
Y|MTEX|Mannatech, Incorporated - Common Stock|Q|Q|N|100|N|N||MTEX|N
Y|MTFB|Motif Bio plc - ADR|Q|S|N|100|N|N||MTFB|N
Y|MTFBW|Motif Bio plc - Warrant|Q|S|N|100|N|N||MTFBW|N
Y|MTG|MGIC Investment Corporation Common Stock|N| |N|100|N||MTG|MTG|N
Y|MTGE|MTGE Investment Corp. - Common Stock|Q|Q|N|100|N|N||MTGE|N
Y|MTGEP|MTGE Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock|Q|Q|N|100|N|N||MTGEP|N
Y|MTH|Meritage Homes Corporation Common Stock|N| |N|100|N||MTH|MTH|N
Y|MTL|Mechel PAO American Depositary Shares (Each rep. 1 common shares)|N| |N|100|N||MTL|MTL|N
Y|MTL$|Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share)|N| |N|100|N||MTLp|MTL-|N
Y|MTLS|Materialise NV - American Depositary Shares|Q|Q|N|100|N|N||MTLS|N
Y|MTN|Vail Resorts, Inc. Common Stock|N| |N|100|N||MTN|MTN|N
Y|MTNB|Matinas Biopharma Holdings, Inc. Common Stock|A| |N|100|N||MTNB|MTNB|N
Y|MTOR|Meritor, Inc. Common Stock|N| |N|100|N||MTOR|MTOR|N
Y|MTP|Midatech Pharma PLC - American Depositary Shares|Q|S|N|100|N|N||MTP|N
Y|MTR|Mesa Royalty Trust Common Stock|N| |N|100|N||MTR|MTR|N
Y|MTRN|Materion Corporation|N| |N|100|N||MTRN|MTRN|N
Y|MTRX|Matrix Service Company - Common Stock|Q|Q|N|100|N|N||MTRX|N
Y|MTSC|MTS Systems Corporation - Common Stock|Q|Q|N|100|N|N||MTSC|N
Y|MTSI|MACOM Technology Solutions Holdings, Inc. - Common Stock|Q|Q|N|100|N|N||MTSI|N
Y|MTSL|MER Telemanagement Solutions Ltd. - Ordinary Shares|Q|S|N|100|N|N||MTSL|N
Y|MTT|Western Asset Municipal Defined Opportunity Trust Inc Common Stock|N| |N|100|N||MTT|MTT|N
Y|MTUM|iShares Edge MSCI USA Momentum Factor ETF|Z| |Y|100|N||MTUM|MTUM|N
Y|MTW|Manitowoc Company, Inc. (The) Common Stock|N| |N|100|N||MTW|MTW|N
Y|MTX|Minerals Technologies Inc. Common Stock|N| |N|100|N||MTX|MTX|N
Y|MTZ|MasTec, Inc. Common Stock|N| |N|100|N||MTZ|MTZ|N
Y|MU|Micron Technology, Inc. - Common Stock|Q|Q|N|100|N|N||MU|N
Y|MUA|Blackrock MuniAssets Fund, Inc Common Stock|N| |N|100|N||MUA|MUA|N
Y|MUB|iShares National Muni Bond ETF|P| |Y|100|N||MUB|MUB|N
Y|MUC|Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock|N| |N|100|N||MUC|MUC|N
Y|MUDS|Mudrick Capital Acquisition Corporation - Class A Common Stock|Q|S|N|100|N|N||MUDS|N
Y|MUDSU|Mudrick Capital Acquisition Corporation - Unit|Q|S|N|100|N|N||MUDSU|N
Y|MUDSW|Mudrick Capital Acquisition Corporation - Warrant|Q|S|N|100|N|N||MUDSW|N
Y|MUE|Blackrock MuniHoldings Quality Fund II, Inc. Common Stock|N| |N|100|N||MUE|MUE|N
Y|MUFG|Mitsubishi UFJ Financial Group, Inc. Common Stock|N| |N|100|N||MUFG|MUFG|N
Y|MUH|Blackrock MuniHoldings Fund II, Inc. Common Stock|N| |N|100|N||MUH|MUH|N
Y|MUI|Blackrock Muni Intermediate Duration Fund Inc Common Stock|N| |N|100|N||MUI|MUI|N
Y|MUJ|Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock|N| |N|100|N||MUJ|MUJ|N
Y|MUNI|PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund|P| |Y|100|N||MUNI|MUNI|N
Y|MUR|Murphy Oil Corporation Common Stock|N| |N|100|N||MUR|MUR|N
Y|MUS|Blackrock MuniHoldings Quality Fund, Inc Common Stock|N| |N|100|N||MUS|MUS|N
Y|MUSA|Murphy USA Inc. Common Stock|N| |N|100|N||MUSA|MUSA|N
Y|MUX|McEwen Mining Inc. Common Stock|N| |N|100|N||MUX|MUX|N
Y|MVBF|MVB Financial Corp. - Common Stock|Q|S|N|100|N|N||MVBF|N
Y|MVC|MVC Capital, Inc. Common Stock|N| |N|100|N||MVC|MVC|N
Y|MVCD|MVC Capital, Inc. 6.25% Senior Notes due 2022|N| |N|100|N||MVCD|MVCD|N
Y|MVF|Blackrock MuniVest Fund, Inc. Common Stock|A| |N|100|N||MVF|MVF|N
Y|MVIN|Natixis ETF Trust ETF|P| |Y|100|N||MVIN|MVIN|N
Y|MVIS|Microvision, Inc. - Common Stock|Q|G|N|100|N|N||MVIS|N
Y|MVO|MV Oil Trust Units of Beneficial Interests|N| |N|100|N||MVO|MVO|N
Y|MVT|Blackrock MuniVest Fund II, Inc.  Common Stock|N| |N|100|N||MVT|MVT|N
Y|MVV|ProShares Ultra MidCap400|P| |Y|100|N||MVV|MVV|N
Y|MWA|MUELLER WATER PRODUCTS Common Stock|N| |N|100|N||MWA|MWA|N
Y|MX|MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of common stock|N| |N|100|N||MX|MX|N
Y|MXC|Mexco Energy Corporation Common Stock|A| |N|100|N||MXC|MXC|N
Y|MXDE|Nationwide Maximum Diversification Emerging Markets Core Equity ETF|P| |Y|100|N||MXDE|MXDE|N
Y|MXDU|Nationwide Maximum Diversification U.S. Core Equity ETF|P| |Y|100|N||MXDU|MXDU|N
Y|MXE|Mexico Equity and Income Fund, Inc. (The) Common Stock|N| |N|100|N||MXE|MXE|N
Y|MXF|Mexico Fund, Inc. (The) Common Stock|N| |N|100|N||MXF|MXF|N
Y|MXI|iShares Global Materials ETF|P| |Y|100|N||MXI|MXI|N
Y|MXIM|Maxim Integrated Products, Inc. - Common Stock|Q|Q|N|100|N|N||MXIM|N
Y|MXL|MaxLinear, Inc. Common Stock|N| |N|100|N||MXL|MXL|N
Y|MXWL|Maxwell Technologies, Inc. - Common Stock|Q|Q|N|100|N|N||MXWL|N
Y|MYC|Blackrock MuniYield California Fund, Inc. Common Stock|N| |N|100|N||MYC|MYC|N
Y|MYD|Blackrock MuniYield Fund, Inc.  Common Stock|N| |N|100|N||MYD|MYD|N
Y|MYE|Myers Industries, Inc. Common Stock|N| |N|100|N||MYE|MYE|N
Y|MYF|Blackrock MuniYield Investment Fund Common Stock|N| |N|100|N||MYF|MYF|N
Y|MYGN|Myriad Genetics, Inc. - Common Stock|Q|Q|N|100|N|N||MYGN|N
Y|MYI|Blackrock MuniYield Quality Fund III, Inc Common Stock|N| |N|100|N||MYI|MYI|N
Y|MYJ|Blackrock MuniYield New Jersey Fund, Inc Common Stock|N| |N|100|N||MYJ|MYJ|N
Y|MYL|Mylan N.V. - Common Stock|Q|Q|N|100|N|N||MYL|N
Y|MYN|Blackrock MuniYield New York Quality Fund, Inc.Common Stock|N| |N|100|N||MYN|MYN|N
Y|MYND|MYnd Analytics, Inc. - Common Stock|Q|S|N|100|N|D||MYND|N
Y|MYNDW|MYnd Analytics, Inc. - Warrant|Q|S|N|100|N|D||MYNDW|N
Y|MYO|Myomo Inc. Common Stock|A| |N|100|N||MYO|MYO|N
Y|MYOK|MyoKardia, Inc. - Common Stock|Q|Q|N|100|N|N||MYOK|N
Y|MYOS|MYOS RENS Technology Inc. - Common Stock|Q|S|N|100|N|N||MYOS|N
Y|MYOV|Myovant Sciences Ltd. Common Shares|N| |N|100|N||MYOV|MYOV|N
Y|MYRG|MYR Group, Inc. - Common Stock|Q|Q|N|100|N|N||MYRG|N
Y|MYSZ|My Size, Inc. - Common Stock|Q|S|N|100|N|N||MYSZ|N
Y|MYY|ProShares Short MidCap400|P| |Y|100|N||MYY|MYY|N
Y|MZA|Blackrock MuniYield Arizona Fund, Inc. Common Stock|A| |N|100|N||MZA|MZA|N
Y|MZF|Managed Duration Investment Grade Municipal Fund|N| |N|100|N||MZF|MZF|N
Y|MZOR|Mazor Robotics Ltd. - American Depositary Shares|Q|G|N|100|N|N||MZOR|N
Y|MZZ|ProShares UltraShort MidCap400|P| |Y|100|N||MZZ|MZZ|N
Y|NAC|Nuveen California Quality Municipal Income Fund|N| |N|100|N||NAC|NAC|N
Y|NAD|Nuveen Quality Municipal Income Fund Common Stock|N| |N|100|N||NAD|NAD|N
Y|NAII|Natural Alternatives International, Inc. - Common Stock|Q|G|N|100|N|N||NAII|N
Y|NAIL|Direxion Daily Homebuilders & Supplies Bull 3X Shares|P| |Y|100|N||NAIL|NAIL|N
Y|NAK|Northern Dynasty Minerals, Ltd. Common Stock|A| |N|100|N||NAK|NAK|N
Y|NAKD|Naked Brand Group Inc. - Common Stock|Q|S|N|100|N|D||NAKD|N
Y|NAN|Nuveen New York Quality Municipal Income Fund Common Stock|N| |N|100|N||NAN|NAN|N
Y|NANO|Nanometrics Incorporated - Common Stock|Q|Q|N|100|N|N||NANO|N
Y|NANR|SPDR S&P North American Natural Resources ETF|P| |Y|100|N||NANR|NANR|N
Y|NAO|Nordic Amern Offshore Ltd Ordinary Shares (Bermuda)|N| |N|100|N||NAO|NAO|N
Y|NAOV|NanoVibronix, Inc. - Common Stock|Q|S|N|100|N|N||NAOV|N
Y|NAP|Navios Maritime Midstream Partners LP Common Units representing limited partner interests|N| |N|100|N||NAP|NAP|N
Y|NAT|Nordic American Tankers Limited Common Stock|N| |N|100|N||NAT|NAT|N
Y|NATH|Nathan's Famous, Inc. - Common Stock|Q|Q|N|100|N|N||NATH|N
Y|NATI|National Instruments Corporation - Common Stock|Q|Q|N|100|N|N||NATI|N
Y|NATR|Nature's Sunshine Products, Inc. - Common Stock|Q|S|N|100|N|N||NATR|N
Y|NAUH|National American University Holdings, Inc. - Common Stock|Q|G|N|100|N|N||NAUH|N
Y|NAV|Navistar International Corporation Common Stock|N| |N|100|N||NAV|NAV|N
Y|NAV$D|Navistar International Corporation Preferred Stock|N| |N|100|N||NAVpD|NAV-D|N
Y|NAVB|Navidea Biopharmaceuticals, Inc. Common Stock|A| |N|100|N||NAVB|NAVB|N
Y|NAVG|The Navigators Group, Inc. - Common Stock|Q|Q|N|100|N|N||NAVG|N
Y|NAVI|Navient Corporation - Common Stock|Q|Q|N|100|N|N||NAVI|N
Y|NAZ|Nuveen Arizona Quality Municipal Income Fund Common Stock|N| |N|100|N||NAZ|NAZ|N
Y|NBB|Nuveen Build America Bond Fund Common Shares of Beneficial Interest|N| |N|100|N||NBB|NBB|N
Y|NBD|Nuveen Build America Bond Opportunity Fund Common Shares of Beneficial Interest|N| |N|100|N||NBD|NBD|N
Y|NBEV|New Age Beverages Corporation - Common Stock|Q|S|N|100|N|N||NBEV|N
Y|NBH|Neuberger Berman Intermediate Municipal Fund Inc. Common Stock|A| |N|100|N||NBH|NBH|N
Y|NBHC|National Bank Holdings Corporation Common Stock|N| |N|100|N||NBHC|NBHC|N
Y|NBIX|Neurocrine Biosciences, Inc. - Common Stock|Q|Q|N|100|N|N||NBIX|N
Y|NBL|Noble Energy Inc. Common Stock|N| |N|100|N||NBL|NBL|N
Y|NBLX|Noble Midstream Partners LP Common Units Representing Limited Partner Interests|N| |N|100|N||NBLX|NBLX|N
Y|NBN|Northeast Bancorp - Common Stock|Q|G|N|100|N|N||NBN|N
Y|NBO|Neuberger Berman New York Intermediate Municipal Fund Inc. Common Stock|A| |N|100|N||NBO|NBO|N
Y|NBR|Nabors Industries Ltd.|N| |N|100|N||NBR|NBR|N
Y|NBRV|Nabriva Therapeutics plc - Ordinary Shares|Q|Q|N|100|N|N||NBRV|N
Y|NBTB|NBT Bancorp Inc. - Common Stock|Q|Q|N|100|N|N||NBTB|N
Y|NBW|Neuberger Berman California Intermediate Municipal Fund Inc. Common Stock|A| |N|100|N||NBW|NBW|N
Y|NBY|NovaBay Pharmaceuticals, Inc. Common Stock|A| |N|100|N||NBY|NBY|N
Y|NC|NACCO Industries, Inc. Common Stock|N| |N|100|N||NC|NC|N
Y|NCA|Nuveen California Municipal Value Fund, Inc. Common Stock|N| |N|100|N||NCA|NCA|N
Y|NCB|Nuveen California Municipal Value Fund 2 Common Shares of Beneficial Interest|N| |N|100|N||NCB|NCB|N
Y|NCBS|Nicolet Bankshares Inc. - Common Stock|Q|S|N|100|N|N||NCBS|N
Y|NCI|Navigant Consulting, Inc. Common Stock|N| |N|100|N||NCI|NCI|N
Y|NCLH|Norwegian Cruise Line Holdings Ltd. Ordinary Shares|N| |N|100|N||NCLH|NCLH|N
Y|NCMI|National CineMedia, Inc. - Common Stock|Q|Q|N|100|N|N||NCMI|N
Y|NCNA|NuCana plc - American Depositary Share|Q|Q|N|100|N|N||NCNA|N
Y|NCOM|National Commerce Corporation - Common Stock|Q|Q|N|100|N|N||NCOM|N
Y|NCR|NCR Corporation Common Stock|N| |N|100|N||NCR|NCR|N
Y|NCS|NCI Building Systems, Inc. New Common Stock|N| |N|100|N||NCS|NCS|N
Y|NCSM|NCS Multistage Holdings, Inc. - Common Stock|Q|Q|N|100|N|N||NCSM|N
Y|NCTY|The9 Limited - American Depository Shares representing one ordinary share|Q|Q|N|100|N|D||NCTY|N
Y|NCV|AllianzGI Convertible & Income Fund|N| |N|100|N||NCV|NCV|N
Y|NCZ|AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest|N| |N|100|N||NCZ|NCZ|N
Y|NDAQ|Nasdaq, Inc. - Common Stock|Q|Q|N|100|N|N||NDAQ|N
Y|NDLS|Noodles & Company - Common Stock|Q|Q|N|100|N|N||NDLS|N
