{5EEFEBDB-E90C-423A-8ABF-0241E7C5B87D}  Windows Firewall Service
{73A33AB2-1966-4999-8ADD-868C41415269}  Microsoft-Windows-IsolatedUserMode
{73AA0094-FACB-4AEB-BD1D-A7B98DD5C799}  Microsoft-Windows-LimitsManagement
{73E9C9DE-A148-41F7-B1DB-4DA051FDC327}  Microsoft-Windows-MemoryDiagnostics-Schedule
{741C6BE3-F74B-4E4D-88E7-5CE3A35FAEB3}  Microsoft-Windows-RemoteDesktopServices-RemoteFX-VM-User-Mode-Transport
{741FC222-44ED-4BA7-98E3-F405B2D2C4B4}  Microsoft-Windows-DateTimeControlPanel
{7426A56B-E2D5-4B30-BDEF-B31815C1A74A}  Microsoft-Windows-USB-USBHUB
{747EF6FD-E535-4D16-B510-42C90F6873A1}  Microsoft-Windows-PrintService
{74827CBB-1E0F-45A2-8523-C605866D2F22}  Microsoft-Windows-WindowsUIImmersive
{74B4A4B1-2302-4768-AC5B-9773DD456B08}  Microsoft-Windows-EaseOfAccess
{74B655A2-8958-410E-80E2-3457051B8DFF}  Microsoft-Windows-TSF-msutb
{74C2135F-CC76-45C3-879A-EF3BB1EEAF86}  Microsoft-Windows-ResourcePublication
{74DCC47A-846E-4C98-9E2C-80043ED82B15}  Microsoft-Windows-Speech-TTS
{751EF305-6C6E-4FED-B847-02EF79D26AEF}  Microsoft-Antimalware-Service
{7562948E-2671-4DDA-8F8F-BF945EF984A1}  Microsoft-Windows-IME-KRAPI
{75B0DA21-8B50-42EB-9448-EC48B1729B57}  Microsoft-Windows-Dism-Api
{75EBC33E-0870-49E5-BDCE-9D7028279489}  Microsoft-Windows-SetupUGC
{75EBC33E-0936-4A55-9D26-5F298F3180BF}  Microsoft-Windows-Audit
{75EBC33E-0CC6-49DA-8CD9-8903A5222AA0}  Microsoft-Windows-CmiSetup
{75EBC33E-77B8-4BA8-9474-4F4A9DB2F5C6}  Microsoft-Windows-Sysprep
{75EBC33E-8670-4EB6-B535-3B9D6BB222FD}  Microsoft-Windows-OobeLdr
{75EBC33E-997F-49CF-B49F-ECC50184B75D}  Microsoft-Windows-Setup
{75EBC33E-C8AE-4F93-9CA1-683A53E20CB6}  Microsoft-Windows-Windeploy
{75EBC33E-D017-4D0F-93AB-0B4F86579164}  Microsoft-Windows-SetupCl
{76AB12D5-C986-4E60-9D7C-2A092B284CDD}  Microsoft-Windows-Workplace Join
{76CFA528-B26E-B773-62D0-9588270442A6}  Microsoft-Windows-PhotoAcq
{770CA594-B467-4811-B355-28F5E5706987}  Microsoft-Windows-ApplicationResourceManagementSystem
{77549803-7BB1-418B-A98E-F2E22F35A873}  Microsoft-Windows-WinMDE
{77754E9B-264B-4D8D-B981-E4135C1ECB0C}  NodeJS-ETW-provider
{777BA8FE-2498-4875-933A-3067DE883070}  Microsoft-Windows-XWizards
{7839BB2A-2EA3-4ECA-A00F-B558BA678BEC}  Microsoft-Windows-WWAN-MM-EVENTS
{783ACA0A-790E-4D7F-8451-AA850511C6B9}  Microsoft-Windows-D3D9
{7868B0D4-1423-4681-AFDF-27913575441E}  Microsoft-Windows-NetworkStatus
{7A67066E-193F-4D3A-82D3-322FEE5259DE}  Microsoft-Windows-MSDTC Client
{7B0EA079-E3BC-424A-B2F0-E3D8478D204B}  Microsoft-Windows-Hyper-V-VSmb
{7B563579-53C8-44E7-8236-0F87B9FE6594}  Microsoft-Windows-Kernel-WHEA
{7B6BC78C-898B-4170-BBF8-1A469EA43FC5}  Microsoft-Windows-HttpEvent
{7B702970-90BC-4584-8B20-C0799086EE5A}  Microsoft-Windows-NetworkSecurity
{7C314E58-8246-47D1-8F7A-4049DC543E0B}  Microsoft-Windows-WMPNSSUI
{7C4117B1-ED82-4F47-B2CA-29E4E25719C7}  Microsoft-Windows-IME-CandidateUI
{7D29D58A-931A-40AC-8743-48C733045548}  Microsoft-Windows-SoftwareRestrictionPolicies
{7D44233D-3055-4B9C-BA64-0D47CA40A232}  Microsoft-Windows-WinHttp
{7D5387B0-CBE0-11DA-A94D-0800200C9A66}  Microsoft-Windows-TPM-WMI
{7D7B0C39-93F6-4100-BD96-4DDA859652C5}  Microsoft-Windows-Folder Redirection
{7D99F6A4-1BEC-4C09-9703-3AAA8148347F}  Microsoft-Windows-Dwm-Redir
{7DA4FE0E-FD42-4708-9AA5-89B77A224885}  Microsoft-Windows-DfsSvc
{7DD42A49-5329-4832-8DFD-43D979153A88}  Microsoft-Windows-Kernel-Network
{7DEE1FDC-FFA8-4087-912A-95189D6A2D7F}  Microsoft-Windows-HostGuardianService-Client
{7E58E69A-E361-4F06-B880-AD2F4B64C944}  Microsoft-Windows-StorageManagement
{7E7D3382-023C-43CB-95D2-6F0CA6D70381}  Microsoft-Windows-D3D10Level9
{7E87506F-BACE-4BF1-BC09-3A1F37045C71}  Microsoft-Windows-DAL-Provider
{7EAFCF79-06A7-460B-8A55-BD0A0C9248AA}  Microsoft-Windows-BranchCache
{7EB5F4CF-A4F6-4E92-AA8F-A8E7EF937745}  Microsoft-Windows-RemoteDesktopServices-RemoteFX-VM-Kernel-Mode-Transport
{7F2BD991-AE93-454A-B219-0BC23F02262A}  Microsoft-Windows-MP4SDECD
{7F812073-B28D-4AFC-9CED-B8010F914EF6}  Microsoft-Windows-PrintService-USBMon
{7F8E35CA-68E8-41B9-86FE-D6ADC5B327E7}  Microsoft-IE-JSDumpHeap
{7F912B92-21AD-496E-B97A-88622A72BC42}  Microsoft-Windows-ComDlg32
{7F9D83DE-8ABB-457F-98E8-4AD161449ECC}  Microsoft-Windows-PerfDisk
{7FA514B5-A023-4B62-A6AB-2946A483E065}  Microsoft-Windows-ResetEng-Trace
{7FCB9791-F481-46D1-846E-2EB6F003C4D3}  Microsoft-Windows-MCCS-SyncController
{802EC45A-1E99-4B83-9920-87C98277BA9D}  Microsoft-Windows-DxgKrnl
{8127F6D4-59F9-4ABF-8952-3E3A02073D5F}  Microsoft-Windows-AppXDeployment
{814182FE-58F7-11E1-853C-78E7D1CA7337}  Microsoft-Windows-WiFiHotspotService
{815A1F4A-3F8D-4B37-9B31-5142F9D724A5}  Microsoft-Windows-PushNotifications-InProc
{820A42D8-38C4-465D-B64E-D7D56EA1D612}  Microsoft-Windows-UIAutomationCore
{835B79E2-E76A-44C4-9885-26AD122D3B4D}  Microsoft-Windows-Narrator
{8360BD0F-A7DC-4391-91A7-A457C5C381E4}  Microsoft-Windows-DUI
{83A9277A-D2FC-4B34-BF81-8CEB4407824F}  Microsoft-Windows-UserDataAccess-CEMAPI
{83D6E83B-900B-48A3-9835-57656B6F6474}  Microsoft-Windows-SettingSync
{83ED54F0-4D48-4E45-B16E-726FFD1FA4AF}  Microsoft-Windows-Networking-Correlation
{83FAAA86-63C8-4DD8-A2DA-FBADDDFC0655}  Microsoft-Windows-RTWorkQueue-Extended
{84051B98-F508-4E54-82FA-8865C697C3B1}  Microsoft-Windows-PnPMgrTriggerProvider
{8429E243-345B-47C1-8A91-2C94CAF0DAAB}  Microsoft-Windows-DUSER
{8443CCB7-FEB0-4B8D-8E28-8D4C7CB814E8}  Microsoft-Windows-TabletPC-MathInput
{84958368-7DA7-49A0-B33D-07FABB879626}  Microsoft-Windows-OLE-Perf
{8530DB6E-51C0-43D6-9D02-A8C2088526CD}  Microsoft-Windows-AssignedAccess
{85A62A0D-7E17-485F-9D4F-749A287193A6}  Microsoft-Windows-Audit-CVE
{85BE49EA-38F1-4547-A604-80060202FB27}  Microsoft-Windows-PerceptionSensorDataService
{85C070E6-F9AE-481F-AACB-BC550BFD35A1}  Microsoft-Windows-NFC-ClassExtension
{85FE7609-FF4A-48E9-9D50-12918E43E1DA}  Microsoft-Windows-L2NACP
{86133982-63D7-4741-928E-EF1349B80219}  Microsoft-Windows-stobject
{869FB599-80AA-485D-BCA7-DB18D72B7219}  Microsoft-Windows-ThemeUI
{86E15E01-EDF1-4AC7-89CF-B19563FD6894}  Microsoft-Windows-Hyper-V-EmulatedStor
{86EFFF39-2BDD-4EFD-BD0B-853D71B2A9DC}  Microsoft-Windows-MPEG2_DLNA-Encoder
{8736922D-E8B2-47EB-8564-23E77E728CF3}  Microsoft-Office-Events
{87D476FE-1A0F-4370-B785-60B028019693}  Microsoft-Windows-UIRibbon
{88C09888-118D-48FC-8863-E1C6D39CA4DF}  Microsoft-Windows-StorageManagement-WSP-Spaces
{88CD9180-4491-4640-B571-E3BEE2527943}  Microsoft-Windows-PushNotifications-Platform
{89203471-D554-47D4-BDE4-7552EC219999}  Microsoft-Windows-KdsSvc
{8939299F-2315-4C5C-9B91-ABB86AA0627D}  Microsoft-Windows-KnownFolders
{89592015-D996-4636-8F61-066B5D4DD739}  Microsoft-Windows-StateRepository
{899DAACE-4868-4295-AFCD-9EB8FB497561}  Microsoft-Windows-EventSystem
{89A2278B-C662-4AFF-A06C-46AD3F220BCA}  Microsoft-Windows-CertificateServicesClient-CredentialRoaming
{89B1E9F0-5AFF-44A6-9B44-0A07A7CE5845}  Microsoft-Windows-User Profiles Service
{89FE8F40-CDCE-464E-8217-15EF97D4C7C3}  Microsoft-Windows-Crypto-DPAPI
{8A93B54B-C75A-49B5-A5BE-9060715B1A33}  Microsoft-Windows-DirectSound
{8BCDF442-3070-4118-8C94-E8843BE363B3}  Microsoft-Windows-SystemSettingsThreshold
{8C416C79-D49B-4F01-A467-E56D3AA8234C}  Microsoft-Windows-Win32k
{8C63B5A5-B484-4381-892D-EDD424582DF7}  Microsoft-Windows-PortableDeviceStatusProvider
{8C8A69AD-CC89-481F-BBAD-FD95B5006256}  Microsoft-Windows-IME-JPTIP
{8CE93926-BDAE-4409-9155-2FE4799EF4D3}  Microsoft-Windows-PrimaryNetworkIcon
{8E6A5303-A4CE-498F-AFDB-E03A8A82B077}  Microsoft-Windows-Ntfs-UBPM
{8E92DEEF-5E17-413B-B927-59B2F06A3CFC}  Microsoft-Antimalware-RTP
{8F0DB3A8-299B-4D64-A4ED-907B409D4584}  Microsoft-Windows-Runtime-Media
{8F2048E0-F260-4F57-A8D1-932376291682}  Microsoft-Windows-MediaEngine
{8F9DF503-1D12-49EC-BB28-F6EC42D361D4}  Microsoft-Windows-Hyper-V-Serial
{911F2490-C3DB-4781-94E6-7A9C404803E5}  Microsoft-Antimalware-UI
{914ED502-B70D-4ADD-B758-95692854F8A3}  Microsoft-Windows-QoS-Pacer
{91CC1150-71AA-47E2-AE18-C96E61736B6F}  Microsoft-Windows-Schannel-Events
{91F42016-0B4E-4A4B-9BBB-825D06CBED35}  Microsoft-Windows-MobilityCenter
{91F5FB12-FDEA-4095-85D5-614B495CD9DE}  Microsoft-Windows-Resource-Exhaustion-Resolver
{92061E3D-21CD-45BC-A3DF-0E8AE5E8580A}  Microsoft-Windows-RadioManager
{922CDCF3-6123-42DA-A877-1A24F23E39C5}  Microsoft-WindowsPhone-CoreMessaging
{9249D0D0-F034-402F-A29B-92FA8853D9F3}  Microsoft-Windows-Security-ExchangeActiveSyncProvisioning
{92765247-03A9-4AE3-A575-B42264616E78}  Microsoft-Windows-Base-Filtering-Engine-Resource-Flows
{92AAB24D-D9A9-4A60-9F94-201FED3E3E88}  Microsoft-Windows-EndpointTriggerProvider
{92AB58D3-F351-4AF5-9C72-D52F36EE2C92}  Microsoft-Windows-WPD-MTPBT
{9363CCD9-D429-4452-9ADB-2501E704B810}  Microsoft-Windows-Diagnosis-ScriptedDiagnosticsProvider
{93A19AB3-FB2C-46EB-91EF-56B0A318B983}  Microsoft-Windows-NetworkProvisioning
{93C05D69-51A3-485E-877F-1806A8731346}  Microsoft-Windows-LUA
{93F693DC-9163-4DEE-AF64-D855218AF242}  Microsoft-Windows-Host-Network-Management
{945A8954-C147-4ACD-923F-40C45405A658}  Microsoft-Windows-WindowsUpdateClient
{9485FA1E-23CD-49A1-84E3-11D8BC550CB7}  Microsoft-Windows-propsys
{951B41EA-C830-44DC-A671-E2C9958809B8}  Microsoft-Windows-Kernel-Interrupt-Steering
{952773BF-C2B7-49BC-88F4-920744B82C43}  Microsoft-Windows-TerminalServices-Printers
{95353826-4FBE-41D4-9C42-F521C6E86360}  Microsoft-Windows-OfflineFiles
{9580D7DD-0379-4658-9870-D5BE7D52D6DE}  Microsoft-Windows-WLAN-AutoConfig
{959F1FAC-7CA8-4ED1-89DC-CDFA7E093CB0}  Microsoft-Windows-HealthCenterCPL
{9640427C-7D03-4331-B8EE-FB77625BF381}  Microsoft-Windows-MSFTEDIT
{966CD1C0-3F69-42AD-9877-517DCE8462B4}  Microsoft-Windows-IndirectDisplays-ClassExtension-Events
{968F313B-097F-4E09-9CDD-BC62692D138B}  Microsoft-Windows-DirectShow-Core
{96AC7637-5950-4A30-B8F7-E07E8E5734C1}  Microsoft-Windows-Kernel-BootDiagnostics
{96F4A050-7E31-453C-88BE-9634F4E02139}  Microsoft-Windows-UserPnp
{973143DD-F3C7-4EF5-B156-544AC38C39B6}  Microsoft-Windows-PerfCtrs
{9741FD4E-3757-479F-A3C6-FC49F6D5EDD0}  NetJoin
{982824E5-E446-46AE-BC74-836401FFB7B6}  Microsoft-Windows-Media-Streaming
{988C59C5-0A1C-45B6-A555-0C62276E327D}  Microsoft-Windows-SMBClient
{98BF1CD3-583E-4926-95EE-A61BF3F46470}  Microsoft-Windows-CertificationAuthorityClient-CertCli
{98E0765D-8C42-44A3-A57B-760D7F93225A}  Microsoft-Windows-AppHost
{98E6CFCB-EE0A-41E0-A57B-622D4E1B30B1}  Microsoft-Windows-Security-Kerberos
{990C55FC-2662-47F6-B7D7-EB3C027CB13F}  Microsoft-Windows-Storage-Tiering-IoHeat
{991F8FE6-249D-44D6-B93D-5A3060C1DEDB}  Microsoft-Windows-SPB-HIDI2C
{99806515-9F51-4C2F-B918-1EAE407AA8CB}  Microsoft-Windows-Superfetch
{9988748E-C2E8-4054-85F6-0C3E1CAD2470}  Microsoft-Windows-Resource-Exhaustion-Detector
{99C66BA7-5A97-40D5-AA01-8A07FB3DB292}  Microsoft-Windows-UserDataAccess-PimIndexMaintenance
{9B307223-4E4D-4BF5-9BE8-995CD8E7420B}  Microsoft-Windows-NetworkManagerTriggerProvider
{9B6123DC-9AF6-4430-80D7-7D36F054FB9F}  Microsoft-Windows-CDROM
{9B7E4C0F-342C-4106-A19F-4F2704F689F0}  Microsoft-Windows-Direct3D10
{9B7E4C8F-342C-4106-A19F-4F2704F689F0}  Microsoft-Windows-Direct3D10_1
{9BB9B4D9-3DB8-4246-B479-97A3D391DEDA}  Microsoft-Windows-MFH265Enc
{9C205A39-1250-487D-ABD7-E831C6290539}  Microsoft-Windows-Kernel-PnP
{9C2A37F3-E5FD-5CAE-BCD1-43DAFEEE1FF0}  Microsoft-Windows-Store
{9CC0413E-5717-4AF5-82EB-6103D8707B45}  Microsoft-Windows-EapMethods-RasTls
{9CC69D1C-7917-4ACD-8066-6BF8B63E551B}  Microsoft-AppV-ServiceLog
{9D55B53D-449B-4824-A637-24F9D69AA02F}  Microsoft-Windows-Winsrv
{9DB0FDB5-3B21-440E-A94B-63738A4BE5DE}  Microsoft-Windows-FunctionDiscovery
{9E03F75A-BCBE-428A-8F3C-D46F2A444935}  Microsoft-Windows-IdleTriggerProvider
{9E12CEB1-E3FF-46AD-A0AA-11738B122D20}  Microsoft-Windows-WebcamExperience
{9E3B3947-CA5D-4614-91A2-7B624E0E7244}  Microsoft-IE
{9E9BBA3C-2E38-40CB-99F4-9E8281425164}  Microsoft-Windows-Dwm-Core
{9F0C4EA8-EC01-4200-A00D-B9701CBEA5D8}  Microsoft-Windows-PowerCfg
{9F650C63-9409-453C-A652-83D7185A2E83}  Microsoft-Windows-SCPNP
{9F7B5DF4-B902-48BC-BC94-95068C6C7D26}  Microsoft-Windows-Volume
{9F973C1D-D056-4E38-84A5-7BE81CDD6AB6}  Microsoft-Windows-SettingSync-Azure
{9FA5DD5D-999E-466A-8CA9-7B3A66F8882F}  Microsoft-Windows-DriverFrameworks-UserMode-Performance
{9FC66DD7-98C7-4B83-8293-46A18439B03B}  Microsoft-Windows-CloudStorageWizard
{A0AF438F-4431-41CB-A675-A265050EE947}  Microsoft-Windows-Kernel-LicensingSqm
{A0B7550F-4E9A-4F03-AD41-B8042D06A2F7}  Microsoft-WindowsPhone-CoreUIComponents
{A0C1853B-5C40-4B15-8766-3CF1C58F985A}  Microsoft-Windows-PowerShell
{A0E3D8EA-C34F-4419-A1DB-90435B8B21D0}  Microsoft-Windows-Biometrics
{A103CABD-8242-4A93-8DF5-1CDF3B3F26A6}  Microsoft-Windows-Kernel-IoTrace
{A111F1C2-5923-47C0-9A68-D0BAFB577901}  Microsoft-Windows-Network-Setup
{A1B69D49-2195-4F59-9D33-BDF30C0FE473}  Microsoft-Office-Word3
{A2D1C713-093B-43A7-B445-D09370EC9F47}  Microsoft-Windows-Dwm-Udwm
{A2F55524-8EBC-45FD-88E4-A1B39F169E08}  Microsoft-Windows-BranchCacheMonitoring
{A307C7A2-A4CD-4D22-8093-94DB72934152}  Microsoft-ServiceBus-Client
{A319D300-015C-48BE-ACDB-47746E154751}  Microsoft-Windows-FileInfoMinifilter
{A329CF81-57EC-46ED-AB7C-261A52B0754A}  Microsoft-Windows-Management-SecureAssessment
{A3C0D58A-9FE5-4F24-A2CE-E16DE8BAA0D2}  Microsoft-Windows-Shell-LockScreenContent
{A3D95055-34CC-4E4A-B99F-EC88F5370495}  Microsoft-Windows-CoreWindow
{A3E1697B-A12C-46B9-84D1-7FFE73C4B678}  Microsoft-Windows-PortableDeviceSyncProvider
{A4112D1A-6DFA-476E-BB75-E350D24934E1}  Microsoft-Windows-MediaFoundation-MSVProc
{A4445C76-ED85-C8A3-02C1-532A38614A9E}  Microsoft-Windows-ResetEng
{A50B09F8-93EB-4396-84C9-DC921259F952}  Microsoft-Windows-Diagnosis-MSDE
{A615ACB9-D5A4-4738-B561-1DF301D207F8}  Microsoft-Windows-SetupQueue
{A669021C-C450-4609-A035-5AF59AF4DF18}  Microsoft-Windows-DotNETRuntimeRundown
{A67075C2-3E39-4109-B6CD-6D750058A731}  Microsoft-Windows-NetworkBridge
{A67075C2-3E39-4109-B6CD-6D750058A732}  Microsoft-Windows-IPNAT
{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}  Microsoft-Windows-Kernel-General
{A6AD76E3-867A-4635-91B3-4904BA6374D7}  Microsoft-Windows-Kernel-StoreMgr
{A6BF0DEB-3659-40AD-9F81-E25AF62CE3C7}  Microsoft-Windows-PDC
{A6F32731-9A38-4159-A220-3D9B7FC5FE5D}  Microsoft-Windows-SharedAccess_NAT
{A70FF94F-570B-4979-BA5C-E59C9FEAB61B}  Microsoft-Windows-WinINet-Capture
{A7364E1A-894F-4B3D-A930-2ED9C8C4C811}  Microsoft-Windows-MF
{A7975C8F-AC13-49F1-87DA-5A984A4AB417}  Microsoft-Windows-WinRM
{A8106E5C-293A-4CD0-9397-2E6FAC7F9749}  Microsoft-Windows-TabletPC-InputPersonalization
{A82FDA5D-745F-409C-B0FE-18AE0678A0E0}  Microsoft-Windows-FailoverClustering-Client
{A83FA99F-C356-4DED-9FD6-5A5EB8546D68}  Application-Addon-Event-Provider
{A86F8471-C31D-4FBC-A035-665D06047B03}  Microsoft-Windows-WinRT-Error
{A8A1F2F6-A13A-45E9-B1FE-3419569E5EF2}  Microsoft-Windows-MUI
{A9C11050-9E93-4FA4-8FE0-7C4750A345B2}  Microsoft-Windows-CoreSystem-SmsRouter
{AA1F73E8-15FD-45D2-ABFD-E7F64F78EB11}  Microsoft-Windows-Kernel-PowerTrigger
{AA3AA23B-BB6D-425A-B58C-1D7E37F5D02A}  Microsoft-Windows-EnhancedStorage-EhStorTcgDrv
{AA4C798D-D91B-4B07-A013-787F5803D6FC}  Microsoft-Windows-StorageSpaces-ManagementAgent
{AABF8B86-7936-4FA2-ACB0-63127F879DBF}  Microsoft-Windows-Diagnosis-PCW
{AAEAC398-3028-487C-9586-44EACAD03637}  Microsoft-Windows-SmartCard-DeviceEnum
{AAF67066-0BF8-469F-AB76-275590C434EE}  Microsoft-Windows-PowerShell-DesiredStateConfiguration-FileDownloadManager
{AB0D8EF9-866D-4D39-B83F-453F3B8F6325}  Microsoft-Windows-OneX
{AB77E98E-0138-4C77-8BFB-DECD33EDFE3C}  Microsoft-Windows-WebDeploy
{ABCE23E7-DE45-4366-8631-84FA6C525952}  Microsoft-Windows-WER-SystemErrorReporting
{ABF1F586-2E50-4BA8-928D-49044E6F0DB7}  Microsoft-Windows-Kernel-IO
{AC43300D-5FCC-4800-8E99-1BD3F85F0320}  Microsoft-Windows-NTLM
{AC52AD17-CC01-4F85-8DF5-4DCE4333C99B}  Microsoft-Windows-USB-USBHUB3
{AD5162D8-DAF0-4A25-88A7-01CBEB33902E}  Microsoft-Windows-WPDClassInstaller
{AD8AA069-A01B-40A0-BA40-948D1D8DEDC5}  Microsoft-Windows-WER-Diag
{ADD0DE40-32B0-4B58-9D5E-938B2F5C1D1F}  Microsoft-Windows-PerceptionRuntime
{AE4BD3BE-F36F-45B6-8D21-BDD6FB832853}  Microsoft-Windows-Audio
{AE5CF422-786A-476A-AC96-753B05877C99}  Microsoft-Windows-MSMPEG2VDEC
{AEA1B4FA-97D1-45F2-A64C-4D69FFFD92C9}  Microsoft-Windows-GroupPolicy
{AEC5C129-7C10-407D-BE97-91A042C61AAA}  Microsoft-Windows-Containers-Wcifs
{AEDD909F-41C6-401A-9E41-DFC33006AF5D}  Microsoft-Windows-Smartcard-Trigger
{AF0A5A6D-E009-46D4-8867-42F2240F8A72}  Microsoft-Windows-HomeGroup-ListenerService
{AF2E340C-0743-4F5A-B2D3-2F7225D215DE}  Microsoft-Windows-Netshell
{AF7FD3A7-B248-460C-A9F5-FEC39EF8468C}  Microsoft-Windows-Hyper-V-ComputeLib
{AF9CC194-E9A8-42BD-B0D1-834E9CFAB799}  Microsoft-Windows-CertPolEng
{AFE654EB-0A83-4EB4-948F-D4510EC39C30}  Microsoft-Windows-Sdstor
{B059B83F-D946-4B13-87CA-4292839DC2F2}  Microsoft-Windows-User-Loader
{B0AA8734-56F7-41CC-B2F4-DE228E98B946}  User32
{B1D080A6-F3A5-42F6-B6F1-B9FD86C088DA}  Microsoft-Windows-Hyper-V-DynMem
{B1F90B27-4551-49D6-B2BD-DFC6453762A6}  Microsoft-Windows-PowerCpl
{B20E65AC-C905-4014-8F78-1B6A508142EB}  Microsoft-Windows-MediaFoundation-Performance-Core
{B2A40F1F-A05A-4DFD-886A-4C4F18C4334C}  Microsoft-PerfTrack-IEFRAME
{B2FCD41F-9A40-4150-8C92-B224B7D8C8AA}  Microsoft-Windows-SpellChecker
{B3A0C2C8-83BB-4DDF-9F8D-4B22D3C38AD7}  Microsoft-Windows-Kernel-PnP-Rundown
{B3EEE223-D0A9-40CD-ADFC-50F1888138AB}  Microsoft-Windows-WWAN-NDISUIO-EVENTS
{B447B4DB-7780-11E0-ADA3-18A90531A85A}  Microsoft-Windows-FileHistory-Core
{B447B4DC-7780-11E0-ADA3-18A90531A85A}  Microsoft-Windows-FileHistory-Catalog
{B447B4DD-7780-11E0-ADA3-18A90531A85A}  Microsoft-Windows-FileHistory-ConfigManager
{B447B4DE-7780-11E0-ADA3-18A90531A85A}  Microsoft-Windows-FileHistory-Engine
{B447B4DF-7780-11E0-ADA3-18A90531A85A}  Microsoft-Windows-FileHistory-EventListener
{B447B4E0-7780-11E0-ADA3-18A90531A85A}  Microsoft-Windows-FileHistory-Service
{B447B4E1-7780-11E0-ADA3-18A90531A85A}  Microsoft-Windows-FileHistory-UI
{B44AEC44-38F4-4B59-8DF3-10306ABF19B2}  Microsoft-Windows-mobsync
{B5325CD6-438E-4EC1-AA46-14F46F2570E4}  Microsoft-Windows-Ras-AgileVpn
{B5FD844A-01D4-4B10-A57F-58B13B561582}  Microsoft-Windows-TabletPC-Platform-Input-Core
{B65471E1-019D-436F-BC38-E15FA8E87F53}  Microsoft-Windows-MediaFoundation-PlayAPI
{B675EC37-BDB6-4648-BC92-F3FDC74D3CA2}  Microsoft-Windows-Kernel-EventTracing
{B6BFCC79-A3AF-4089-8D4D-0EECB1B80779}  Microsoft-Windows-SystemEventsBroker
{B6CC0D55-9ECC-49A8-B929-2B9022426F2A}  Microsoft-Client-Licensing-Platform
{B8197C10-845F-40CA-82AB-9341E98CFC2B}  Microsoft-Windows-MediaFoundation-MFCaptureEngine
{B8D6861B-D20F-4EEC-BBAE-87E0DD80602B}  Microsoft-Windows-COM-Perf
{B92CF7FD-DC10-4C6B-A72D-1613BF25E597}  Microsoft-Windows-Wired-AutoConfig
{B97561FE-B27A-4C48-AA3E-7D3ADDC105B1}  Microsoft-Windows-Data-Pdf
{B977CF02-76F6-DF84-CC1A-6A4B232322B6}  Microsoft-Windows-EventCollector
{B99317E5-89B7-4C0D-ABD1-6E705F7912DC}  Microsoft-Windows-Containers-Wcnfs
{B9B2DE3C-3FBD-4F42-8FF7-33C3BAD35FD4}  Microsoft-Windows-UserDataAccess-UserDataApis
{B9D5B35D-BBB8-4625-9450-F71A5D414F4F}  Microsoft-Windows-Runtime-Networking-BackgroundTransfer
{B9DA9FE6-AE5F-4F3E-B2FA-8E623C11DC75}  Microsoft-Windows-Deplorch
{BA093605-3909-4345-990B-26B746ADEE0A}  Microsoft-Windows-CorruptedFileRecovery-Client
{BA2FFB5C-E20A-4FB9-91B4-45F61B4B66A0}  Microsoft-Windows-Hyper-V-Guest-Drivers-Dynamic-Memory
{BA723D81-0D0C-4F1E-80C8-54740F508DDF}  Microsoft-Windows-AppxPackagingOM
{BABDA89A-4D5E-48EB-AF3D-E0E8410207C0}  Microsoft-Windows-Memory-Diagnostic-Task-Handler
{BB00E856-A12F-4AB7-B2C8-4E80CAEA5B07}  Microsoft-Office-Word2
{BB311100-2D9F-4CD3-B2D6-F4EA3839C548}  Microsoft-Windows-PlayToManager
{BB8E7234-BBF4-48A7-8741-339206ED1DFB}  Microsoft-Windows-InputSwitch
{BBBDD6A3-F35E-449B-A471-4D830C8EDA1F}  Microsoft-Windows-Security-SPP-UX-GC
{BBE94F36-F8DC-4C33-8227-81602B7A3D53}  Microsoft-Windows-PNRPSvc
{BC0669E1-A10D-4A78-834E-1CA3C806C93B}  Microsoft-Windows-CertificateServicesClient-Lifecycle-System
{BC97B970-D001-482F-8745-B8D7D5759F99}  Microsoft-Windows-MediaFoundation-Platform
{BD12F3B8-FC40-4A61-A307-B7A013A069C1}  Microsoft-Windows-Servicing
{BD1A62ED-263B-4A66-A574-1F43C79C64BE}  Microsoft-Windows-Telephony-VoipRT
{BD2F4252-5E1E-49FC-9A30-F3978AD89EE2}  Microsoft-Windows-GroupPolicyTriggerProvider
{BD8FEA17-5549-4B49-AA03-1981D16396A9}  Microsoft-Windows-Directory-Services-SAM-Utility
{BDB462FC-A297-49A2-BF2E-4F1809E12ABC}  Microsoft-Windows-TabletPC-MathRecognizer
{BDD4B92E-19EF-4497-9C4A-E10E7FD2E227}  Microsoft-Windows-IME-TIP
{BE3A31EA-AA6C-4196-9DCC-9CA13A49E09F}  Microsoft-Windows-Photo-Image-Codec
{BE69781C-B63B-41A1-8E24-A4FC7B3FC498}  Microsoft-Windows-Sens
{BE932B00-0F8E-4386-AB89-873F7D0274AA}  Microsoft-Windows-NetworkGCW
{BE967569-E3C8-425B-AD0E-4F2C790B1848}  Microsoft-Windows-Graphics-Printing3D
{BEA18B89-126F-4155-9EE4-D36038B02680}  Microsoft-Windows-CertificateServicesClient-Lifecycle-User
{BEC5E7A4-0527-42E8-8174-FABDE799AD7F}  Microsoft-Windows-MCCS-InternetMailCsp
{BEF2AA8E-81CD-11E2-A7BB-5EAC6188709B}  Microsoft-Windows-Kernel-LiveDump
