"bizID","bizCat","bizCatSub","bizName","bizAddr","bizCity","bizState","bizZip","bizPhone","bizFax","bizEmail","bizURL","locAreaCode","locFIPS","locTimeZone","locDST","locLat","locLong","locMSA","locPMSA","locCounty"
464,"Gambling & Casinos","Casinos","Hollywood Casino Resort","1150 Casino Strip Resort Boulevard","Robinsonville","MS","38664","(662)271-0711","","","www.hollywoodcasinotunica.co","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
465,"Gambling & Casinos","Casinos","Hollywood Casino Tunica","1150 Casino Strip Resort","Tunica Resort","MS","38664","(800)871-0711","","","www.hollywoodcasinotunica.co","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
466,"Gambling & Casinos","Casinos","Hollywood Casino Tunica Inc","Robinsvillecasino South","Tunica","MS","38676","(662)357-7700","","","www.restaurant.com/EpicBuffetAtHollywoodCasin","662","28143","CST","Y","34.6827","-90.3615","","","Tunica"
467,"Gambling & Casinos","Casinos","Hollywood Casinos","49 West Galena Boulevard","Aurora","IL","60506","(630)801-1234","","","","630","17089","CST","Y","41.7654","-88.3772","","1600","Kane"
468,"Gambling & Casinos","Casinos","Hollywood Casinos","49 West Galena Boulevard","Aurora","IL","60506","(630)966-1200","","","","630","17089","CST","Y","41.7654","-88.3772","","1600","Kane"
469,"Gambling & Casinos","Casinos","Hooters Casino Hotel","115 E Tropicana Avenue","Las Vegas","NV","89109","(702)739-9000","","","www.hooterscasinohotel.co","702","32003","PST","Y","36.1265","-115.1527","4120","","Clark"
470,"Gambling & Casinos","Casinos","Hooters Casino Hotel Las Vegas","115 East Tropicana Avenue","Las Vegas","NV","89109","(800)826-3010","","","www.sanremolasvegas.co","702","32003","PST","Y","36.1265","-115.1527","4120","","Clark"
471,"Gambling & Casinos","Casinos","Horizon Casino Hotel Vicksburg","1310 Mulberry Street","Vicksburg","MS","39180","(601)636-3423","","","www.horizonvicksburg.co","601","28149","CST","Y","32.3263","-90.8614","","","Warren"
472,"Gambling & Casinos","Casinos","Horizon Vicksburg Casino","1310 Mulberry Street","Vicksburg","MS","39180","(601)501-4111","","","","601","28149","CST","Y","32.3263","-90.8614","","","Warren"
473,"Gambling & Casinos","Casinos","Horseshoe Casino & Hotel","711 Horseshoe Boulevard","Bossier City","LA","71111","(318)742-0711","(318)742-1503","","www.horseshoe.co","318","22015","CST","Y","32.5785","-93.6897","7680","","Bossier"
474,"Gambling & Casinos","Casinos","Horseshoe Hotel Casino","1021 Casino Center Drive","Robinsonville","MS","38664","(662)357-5500","","","","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
475,"Gambling & Casinos","Casinos","Hot Slots Casino","Madison Avenue","Madison","WV","25130","(304)369-6600","","","","304","54005","EST","Y","38.0273","-81.7518","","","Boone"
476,"Gambling & Casinos","Casinos","Hot Spot","555 Elizabeth Park","Mineral Wells","WV","26150","(304)489-9264","","","","304","54107","EST","Y","39.1593","-81.5304","6020","","Wood"
477,"Gambling & Casinos","Casinos","Hot Spot Lounge","516 East Main Street","Bridgeport","WV","26330","(304)848-0750","","","","304","54033","EST","Y","39.2888","-80.2264","","","Harrison"
478,"Gambling & Casinos","Casinos","Hot Spot Lounge","618 Rosebud Plaza","Clarksburg","WV","26301","(304)326-2273","","","","304","54033","EST","Y","39.2941","-80.3845","","","Harrison"
479,"Gambling & Casinos","Casinos","Hotel Castaways Casino & Bowling Center","2800 Fremont Street","Las Vegas","NV","89104","(702)385-9123","(702)385-9154","info@castaways-lv.com","","702","32003","PST","Y","36.1511","-115.1101","4120","","Clark"
480,"Gambling & Casinos","Casinos","Hotel Horseshoe Casino","1021 Casino Center Drive","Robinsonville","MS","38664","(662)357-7150","","","","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
481,"Gambling & Casinos","Casinos","Houma Truck Plaza & Casino","1541 Grand Caillou Road","Houma","LA","70363","(985)857-8070","","","","985","22109","CST","Y","29.5175","-90.6833","3350","","Terrebonne"
482,"Gambling & Casinos","Casinos","Houma Truck Plaza & Casino","1541 Grand Caillou Road","Houma","LA","70363","(985)857-8668","","","","985","22109","CST","Y","29.5175","-90.6833","3350","","Terrebonne"
483,"Gambling & Casinos","Casinos","Igt Casino Services","315 Commerce Park Road","North Kingstown","RI","02852","(401)267-6400","","","","401","44009","EST","Y","41.5873","-71.4626","6480","","Washington"
484,"Gambling & Casinos","Casinos","Imperial Hotel & Casino","123 North 3","Cripple Creek","CO","80813","(719)689-7777","","","","719","08119","MST","Y","38.7805","-105.1824","","","Teller"
485,"Gambling & Casinos","Casinos","Indiana State Gaming Commission","600 Grand Victoria Drive","Rising Sun","IN","47040","(812)438-1234","","","","812","18115","EST","Y","38.9569","-84.9132","","1640","Ohio"
486,"Gambling & Casinos","Casinos","Irene's Fine Dining Restaurant","1305 Fiske Road","Chazy","NY","12921","(518)846-8804","","","www.morningsidebedandbreakfast.co","518","36019","EST","Y","44.8906","-73.4663","","","Clinton"
487,"Gambling & Casinos","Casinos","Island Resort & Casino","W399 US 2-41","Harris","MI","49845","(906)466-2941","","","www.chipincasino.co","906","26109","CST","Y","45.7037","-87.3453","","","Menominee"
488,"Gambling & Casinos","Casinos","Isle Of Capri","101 West 2nd","Davenport","IA","52801","(563)323-3056","","","","563","19163","CST","Y","41.5221","-90.5751","1960","","Scott"
489,"Gambling & Casinos","Casinos","Isle of Capri","114 Warren Street","Davenport","IA","52802","(563)324-5127","","","","563","19163","CST","Y","41.5009","-90.6380","1960","","Scott"
490,"Gambling & Casinos","Casinos","Isle Of Capri Bettendorf","1777 Isle Parkway","Bettendorf","IA","52722","(563)441-7000","","","","563","19163","CST","Y","41.5718","-90.4678","1960","","Scott"
491,"Gambling & Casinos","Casinos","Isle Of Capri Career Center","323 East Morgan Street","Boonville","MO","65233","(660)882-3059","","","","660","29053","CST","Y","38.8814","-92.7602","","","Cooper"
492,"Gambling & Casinos","Casinos","Isle Of Capri Casino","100 Isle Of Capri Boulevard","Boonville","MO","65233","(573)882-1200","","","www.isleofcapricasino.co","660","29053","CST","Y","38.8814","-92.7602","","","Cooper"
493,"Gambling & Casinos","Casinos","Isle of Capri Casino","1800 East Front Street","Kansas City","MO","64120","(816)855-7777","","","www.isleofcapricasino.co","816","29095","CST","Y","39.1239","-94.5339","3760","","Jackson"
494,"Gambling & Casinos","Casinos","Isle Of Capri Casino","2425 South West Loop","Houston","TX","77027","(713)297-9129","","","","713","48201","CST","Y","29.7375","-95.4467","","3360","Harris"
495,"Gambling & Casinos","Casinos","Isle Of Capri Casino & Hotel","1118 West Main","Mc Gregor","IA","52157","(563)873-3531","","","www.isleofcapricasino.co","563","19043","CST","Y","43.0056","-91.2139","","","Clayton"
496,"Gambling & Casinos","Casinos","Isle Of Capri Casino & Hotel","1777 Isle Parkway","Bettendorf","IA","52722","(563)359-7280","","","www.isleofcapricasino.co","563","19163","CST","Y","41.5718","-90.4678","1960","","Scott"
497,"Gambling & Casinos","Casinos","Isle Of Capri Casino & Hotel","70 Silver Street","Natchez","MS","39120","(601)445-0605","","","","601","28001","CST","Y","31.5340","-91.3231","","","Adams"
498,"Gambling & Casinos","Casinos","Isle of Capri Casino - Career Center","100 Isle Of Capri Blvd","Boonville","MO","65233","(660)882-1300","","","www.isleofcapricasino.co","660","29053","CST","Y","38.8814","-92.7602","","","Cooper"
499,"Gambling & Casinos","Casinos","Isle Of Capri Casino Hotel","101 Westlake Avenue","Westlake","LA","70669","(337)430-0712","","","","337","22019","CST","Y","30.2637","-93.2773","3960","","Calcasieu"
500,"Gambling & Casinos","Casinos","Isle of Capri Casino Resort","151 Beach Boulevard","Biloxi","MS","39530","(228)435-5400","","","www.isleofcapricasino.co","228","28047","CST","Y","30.4030","-88.8982","0920","","Harrison"
501,"Gambling & Casinos","Casinos","Isle of Capri Casinos Inc","2200 Northwest Corporate Boulevard Suite 310","Boca Raton","FL","33431","(561)995-6660","","","","561","12099","EST","Y","26.3809","-80.1055","8960","","Palm Beach"
502,"Gambling & Casinos","Casinos","Isle Of Capri Casinos Inc","3990 Washington Street","Vicksburg","MS","39180","(601)636-5700","","","www.isleofcapricasino.co","601","28149","CST","Y","32.3263","-90.8614","","","Warren"
503,"Gambling & Casinos","Casinos","Isle of Capri Casinos Inc - Corporate Offices","1641 Popps Ferry Road","Biloxi","MS","39532","(228)396-7000","","","www.isleofcapricasinos.co","228","28047","CST","Y","30.4863","-88.9554","0920","","Harrison"
504,"Gambling & Casinos","Casinos","Isle Of Capri Inc","221 Main Street","Boonville","MO","65233","(660)882-3231","","","","660","29053","CST","Y","38.8814","-92.7602","","","Cooper"
505,"Gambling & Casinos","Casinos","Isle Vista Casino","88705 Highway 13","Bayfield","WI","54814","(715)779-3712","","","","715","55007","CST","Y","46.8614","-90.9101","","","Bayfield"
506,"Gambling & Casinos","Casinos","Isle Vista Casino","88705 Highway 13","Bayfield","WI","54814","(715)779-3737","","","","715","55007","CST","Y","46.8614","-90.9101","","","Bayfield"
507,"Gambling & Casinos","Casinos","Isleta Casino & Resort","11000 Broadway Southeast","Isleta","NM","87022","(505)724-3800","","","www.isletacasinoresort.co","505","35001","MST","Y","34.9106","-106.6916","0200","","Bernalillo"
508,"Gambling & Casinos","Casinos","Isleta Casino & Resort","11000 Broadway Southeast","Isleta","NM","87022","(505)869-3125","","","","505","35001","MST","Y","34.9106","-106.6916","0200","","Bernalillo"
509,"Gambling & Casinos","Casinos","Isleta Palace West","1 State Road 45 Southwest","Albuquerque","NM","87105","(505)869-4102","","","","505","35001","MST","Y","34.9856","-106.6292","0200","","Bernalillo"
510,"Gambling & Casinos","Casinos","Itse Ye Ye Casino","419 Lewis Clark Boulevard","Kamiah","ID","83536","(208)935-7860","","","","208","16061","PST","Y","46.1559","-116.1132","","","Lewis"
511,"Gambling & Casinos","Casinos","J & J Casino Parties","617 Top Hill Drive","Tyler","TX","75703","(903)509-1263","","","","903","48423","CST","Y","32.2466","-95.3184","8640","","Smith"
512,"Gambling & Casinos","Casinos","J T L Tours","5567 Upper River Road","Dayton","OH","45402","(937)293-6755","","","","937","39113","EST","Y","39.7588","-84.1874","2000","","Montgomery"
513,"Gambling & Casinos","Casinos","Jackpot Casino","1111 6th Avenue Southeast","Aberdeen","SD","57401","(605)226-0798","","","","605","46013","CST","Y","45.4755","-98.5387","","","Brown"
514,"Gambling & Casinos","Casinos","Jackpot Casino","1801 West Main Street","Bozeman","MT","59715","(406)586-2457","","","","406","30031","MST","Y","45.6891","-110.9295","","","Gallatin"
515,"Gambling & Casinos","Casinos","Jackpot Casino","2274 Central Avenue","Billings","MT","59102","(406)656-8990","","","","406","30111","MST","Y","45.7752","-108.5800","0880","","Yellowstone"
516,"Gambling & Casinos","Casinos","Jackpot Casino East","915 East Main Street","Bozeman","MT","59715","(406)587-9289","","","","406","30031","MST","Y","45.6891","-110.9295","","","Gallatin"
517,"Gambling & Casinos","Casinos","Jackpot Casino Too","1415 North Lacrosse Street","Rapid City","SD","57701","(605)721-0032","","","","605","46103","MST","Y","44.0731","-103.2051","6660","","Pennington"
518,"Gambling & Casinos","Casinos","Jackpot Festival & Gaming","650 East 185th Street Suite A","Cleveland","OH","44119","(216)531-3500","(216)531-2228","","www.jackpotgames.bi","216","39035","EST","Y","41.5864","-81.5470","","1680","Cuyahoga"
519,"Gambling & Casinos","Casinos","Jo Jo's Travelers","315 South Keyser Avenue","Taylor","PA","18517","(570)655-5050","","","www.jojostravelers.co","570","42069","EST","Y","41.3951","-75.7171","7560","","Lackawanna"
520,"Gambling & Casinos","Casinos","Johnny Nolon Saloon & Gambling Emporium","301 Bennett Drive","Cripple Creek","CO","80813","(719)689-2080","","","","719","08119","MST","Y","38.7805","-105.1824","","","Teller"
521,"Gambling & Casinos","Casinos","Johnny's Lounge & Casino","701 South 15th Street","Grand Forks","ND","58201","(701)746-5302","","","","701","38035","CST","Y","47.8810","-97.0607","2985","","Grand Forks"
522,"Gambling & Casinos","Casinos","Jokers Sport Lounge & Casino","624 Wellsian Way","Richland","WA","99352","(509)943-1173","","","www.jokerscasino.ne","509","53005","PST","Y","46.3844","-119.3775","6740","","Benton"
523,"Gambling & Casinos","Casinos","Jubilee Bayou Caddys Casino","211 Lakefront Road","Greenville","MS","38701","(662)335-1111","","","","662","28151","CST","Y","33.2777","-90.9989","","","Washington"
524,"Gambling & Casinos","Casinos","Jubilee Casino","305 Highway 659","Schriever","LA","70395","(985)446-0200","","","","985","22109","CST","Y","29.6866","-90.8675","3350","","Terrebonne"
525,"Gambling & Casinos","Casinos","Jubilee Truck Stop & Casino","29285 Highway 3127","Vacherie","LA","70090","(225)265-8675","","","","985","22093","CST","Y","29.9599","-90.7133","5560","","Saint James"
526,"Gambling & Casinos","Casinos","Julibee Casino Restaurant","29285 Highway 3127","Vacherie","LA","70090","(225)265-2916","","","","985","22093","CST","Y","29.9599","-90.7133","5560","","Saint James"
527,"Gambling & Casinos","Casinos","Jumer's Casino Rock Island","1735 1st Avenue","Rock Island","IL","61201","(309)793-4200","","","www.jumerscri.co","309","17161","CST","Y","41.4874","-90.5678","1960","","Rock Island"
528,"Gambling & Casinos","Casinos","Kasino's Entertainment Co","Po Box 11442","Lahaina","HI","96761","(808)669-8033","","","","808","15009","PST-2","N","20.8947","-156.6267","","","Maui"
529,"Gambling & Casinos","Casinos","Keetoowah Casino","2450 S Muskogee Avenue","Tahlequah","OK","74464","(918)456-6131","","","","918","40021","CST","Y","35.9078","-95.0047","","","Cherokee"
530,"Gambling & Casinos","Casinos","Kelley's Hilltop Lanes","1313 North 48th Avenue","Omaha","NE","68132","(402)553-6411","","","","402","31055","CST","Y","41.2646","-96.0015","5920","","Douglas"
531,"Gambling & Casinos","Casinos","Keno And Casino","4107 Freedom Way","Weirton","WV","26062","(304)797-1100","","","","304","54029","EST","Y","40.4229","-80.5604","8080","","Hancock"
532,"Gambling & Casinos","Casinos","Keno Cabana","15409 South 2nd Street","Bennington","NE","68007","(402)238-3032","","","www.kenocabana.co","402","31055","CST","Y","41.3458","-96.1899","5920","","Douglas"
533,"Gambling & Casinos","Casinos","Kewadin Casino Hessel","3395 North 3 Mile Road","Cedarville","MI","49719","(906)484-2903","","","","906","26097","EST","Y","46.0259","-84.3065","","","Mackinac"
534,"Gambling & Casinos","Casinos","Kewadin Casino's Regional Sales Office","407 East Fort Street Suite 510","Detroit","MI","48226","(313)964-4880","","","","313","26163","EST","Y","42.3314","-83.0503","","2160","Wayne"
535,"Gambling & Casinos","Casinos","Kewadin Casinos Christmas","N7761 Candy Cane Lane","Munising","MI","49862","(906)387-5475","","","www.kewadin.co","906","26003","EST","Y","46.4479","-86.4779","","","Alger"
536,"Gambling & Casinos","Casinos","Kewadin Casinos Sault Ste Marie","2186 Shunk Road","Sault Sainte Marie","MI","49783","(906)632-0530","","","www.kewadin.co","906","26033","EST","Y","46.3629","-84.3293","","","Chippewa"
537,"Gambling & Casinos","Casinos","Kewadin Casinos St Ignace","3039 Mackinac Trail","Saint Ignace","MI","49781","(906)643-7071","","","www.kewadin.co","906","26097","EST","Y","46.0490","-84.6827","","","Mackinac"
538,"Gambling & Casinos","Casinos","Keystone Gaming","4250 Wissahickon Avenue","Philadelphia","PA","19129","(215)430-0388","","","","215","42101","EST","Y","40.0129","-75.1846","","6160","Philadelphia"
539,"Gambling & Casinos","Casinos","Keystone Gaming Group","7020 S County Line Road","Burr Ridge","IL","60527","(630)455-4600","","","","630","17043","CST","Y","41.7550","-87.9282","","1600","DuPage"
540,"Gambling & Casinos","Casinos","Kickapoo Casino","275 Pressly Foushee Road","Sanford","NC","27330","(910)964-7322","","","","919","37105","EST","Y","35.4930","-79.1765","","","Lee"
541,"Gambling & Casinos","Casinos","Kickapoo Casino","275 Pressly Foushee Road","Sanford","NC","27330","(910)964-7330","","","","919","37105","EST","Y","35.4930","-79.1765","","","Lee"
542,"Gambling & Casinos","Casinos","Kickapoo Tribe - Human Resources-Casino- Casino Administrative Secre","1121 Goldfinch Road","Horton","KS","66439","(785)486-6601","(785)486-6637","","www.goldeneaglecasino.co","785","20013","CST","Y","39.7231","-95.5370","","","Brown"
543,"Gambling & Casinos","Casinos","Kid's Quest Grand Casino","777 Grand Avenue","Onamia","MN","56359","(320)532-5576","","","","320","27095","CST","Y","46.0333","-93.6810","","","Mille Lacs"
544,"Gambling & Casinos","Casinos","King's Ransom Casino","3502 Highway 169","Mooringsport","LA","71060","(318)929-2555","","","","318","22017","CST","Y","32.6360","-93.9885","7680","","Caddo"
545,"Gambling & Casinos","Casinos","Kingpin Lanes Lounge & Casino","1315 South Montana Street","Butte","MT","59701","(406)723-8172","","","","406","30093","MST","Y","45.9274","-112.5042","","","Silver Bow"
546,"Gambling & Casinos","Casinos","Kings Club Casino","12140 West Lakeshore Drive","Brimley","MI","49715","(906)248-3227","","","","906","26033","EST","Y","46.4104","-84.5584","","","Chippewa"
547,"Gambling & Casinos","Casinos","Kootenai Tribal Bingo & Casino","Kootenai River Plaza","Bonners Ferry","ID","83805","(208)267-8511","","","","208","16021","PST","Y","48.8159","-116.6507","","","Boundary"
548,"Gambling & Casinos","Casinos","KTTT Lucky Eagle Casino","814 Lucky Eagle Drive","Eagle Pass","TX","78852","(830)757-0906","","","","830","48323","CST","Y","28.5841","-100.2545","","","Maverick"
549,"Gambling & Casinos","Casinos","KTTT Lucky Eagle Casino","814 Lucky Eagle Drive","Eagle Pass","TX","78852","(830)757-6318","","","","830","48323","CST","Y","28.5841","-100.2545","","","Maverick"
550,"Gambling & Casinos","Casinos","KTTT Lucky Eagle Casino","814 Lucky Eagle Drive","Eagle Pass","TX","78852","(830)773-0641","","","","830","48323","CST","Y","28.5841","-100.2545","","","Maverick"
551,"Gambling & Casinos","Casinos","Lacrosse Street Casino #2","720 North Lacrosse Street","Rapid City","SD","57701","(605)343-1056","","","","605","46103","MST","Y","44.0731","-103.2051","6660","","Pennington"
552,"Gambling & Casinos","Casinos","Lafayette Casino","3015 6th Avenue Southeast Suite 1","Aberdeen","SD","57401","(605)226-8080","","","","605","46013","CST","Y","45.4755","-98.5387","","","Brown"
553,"Gambling & Casinos","Casinos","Lake of the Torches Resort Casino","510 Old Abe Road","Lac Du Flambu","WI","54538","(715)588-7070","","","www.lakeofthetorches.co","715","55125","CST","Y","45.9798","-89.8981","","","Vilas"
554,"Gambling & Casinos","Casinos","Lakeside Entertainment","57 Route 89","Seneca Falls","NY","13148","(315)568-0994","","","","315","36099","EST","Y","42.9691","-76.7961","","","Seneca"
555,"Gambling & Casinos","Casinos","Lakeside Entertainment","57 Route 90","Union Springs","NY","13160","(315)889-5416","","","","315","36011","EST","Y","42.8228","-76.6558","8160","","Cayuga"
556,"Gambling & Casinos","Casinos","Laquinta Inn","7001 Convention Boulevard","Warren","MI","48092","(586)283-0030","","","","586","26099","EST","Y","42.5134","-83.0590","","2160","Macomb"
557,"Gambling & Casinos","Casinos","Lavista Keno","7101 South 84th Street","La Vista","NE","68128","(402)537-9090","","","","402","31153","CST","Y","41.1660","-96.0444","5920","","Sarpy"
558,"Gambling & Casinos","Casinos","Lavista Keno Jimbo's Diner","7101 South 84th Street","La Vista","NE","68128","(402)537-9001","","","","402","31153","CST","Y","41.1660","-96.0444","5920","","Sarpy"
559,"Gambling & Casinos","Casinos","Legends Cafe & More","1900 Pennsylvania Avenue","Weirton","WV","26062","(304)723-7163","","","","304","54029","EST","Y","40.4229","-80.5604","8080","","Hancock"
560,"Gambling & Casinos","Casinos","Lighthouse Point Casino","199 North Lakefront Road","Greenville","MS","38701","(662)334-7711","","","www.lighthouse-casino.co","662","28151","CST","Y","33.2777","-90.9989","","","Washington"
561,"Gambling & Casinos","Casinos","Lighthouse Point Casino","199 North Lakefront Road","Greenville","MS","38701","(662)378-2024","","","","662","28151","CST","Y","33.2777","-90.9989","","","Washington"
562,"Gambling & Casinos","Casinos","Lil Chiefs Casino","5393 Fordwellpinit Road","Wellpinit","WA","99040","(509)258-4544","","","","509","53065","PST","Y","47.8787","-118.0152","","","Stevens"
563,"Gambling & Casinos","Casinos","Little Creek Casino Resort","State Route 108","Shelton","WA","98584","(360)427-7711","","","www.little-creek.co","360","53045","PST","Y","47.1839","-123.1502","","","Mason"
564,"Gambling & Casinos","Casinos","Little River Casino and Resort","2700 Orchard Highway","Manistee","MI","49660","(231)723-4463","","","","231","26101","EST","Y","44.1909","-86.1855","","","Manistee"
565,"Gambling & Casinos","Casinos","Little River Casino Resort","2700 Orchard Highway","Manistee","MI","49660","(231)398-9114","","","","231","26101","EST","Y","44.1909","-86.1855","","","Manistee"
566,"Gambling & Casinos","Casinos","Little River Casino Resort","U S 31 M-22","Manistee","MI","49660","(231)723-1535","","","www.littlerivercasino.co","231","26101","EST","Y","44.1909","-86.1855","","","Manistee"
567,"Gambling & Casinos","Casinos","Little Turtle Hertel Express","4384 State Road 70","Siren","WI","54872","(715)349-5658","","","www.stcroixcasino.co","715","55013","CST","Y","45.7722","-92.3942","","","Burnett"
568,"Gambling & Casinos","Casinos","Livinn Suites","11385 Chester Road","Cincinnati","OH","45246","(513)771-4720","","","","513","39061","EST","Y","39.2860","-84.4668","","1640","Hamilton"
569,"Gambling & Casinos","Casinos","Lj's Casino","7974 Highway 1","Mansura","LA","71350","(318)964-5973","","","www.ljscasino.co","318","22009","CST","Y","31.0649","-92.0567","","","Avoyelles"
570,"Gambling & Casinos","Casinos","Lodge at Cliff Castle Casino","333 Middle Verde Road","Camp Verde","AZ","86322","(928)567-6611","","","","928","04025","MST","N","34.4866","-111.8690","","","Yavapai"
571,"Gambling & Casinos","Casinos","Long Island Casino Tours Inc","50 Alpine Way","Huntington Station","NY","11746","(631)549-0090","","","","631","36103","EST","Y","40.8129","-73.3611","","5380","Suffolk"
572,"Gambling & Casinos","Casinos","Longhaul Casino","4720 Gateway Drive","Grand Forks","ND","58203","(701)746-4596","","","","701","38035","CST","Y","47.9619","-97.0827","2985","","Grand Forks"
573,"Gambling & Casinos","Casinos","Lucky 7 Casino","350 North Indian Road","Alsea","OR","97324","(541)487-7777","(707)487-5007","","","541","41003","PST","Y","44.3440","-123.6248","1890","","Benton"
574,"Gambling & Casinos","Casinos","Lucky Chances Casino","1700 Hillside Boulevard","Colma","CA","94014","(650)758-2237","","","www.luckychances.co","650","06081","PST","Y","37.6927","-122.4471","","7360","San Mateo"
575,"Gambling & Casinos","Casinos","Lucky Derby Casino","7433 Greenback Lane","Carmichael","CA","95608","(916)726-8946","","","www.luckyderby.co","916","06067","PST","Y","38.6263","-121.3281","","6920","Sacramento"
576,"Gambling & Casinos","Casinos","Lucky Dollar Casino","1040 Baker Hughes Road","Broussard","LA","70518","(337)365-6185","","","","337","22055","CST","Y","30.1301","-91.9422","3880","","Lafayette"
577,"Gambling & Casinos","Casinos","Lucky Dollar Casino","420 Lobdell Highway","Port Allen","LA","70767","(225)344-9069","","","","225","22121","CST","Y","30.4802","-91.3238","0760","","West Baton Rouge"
578,"Gambling & Casinos","Casinos","Lucky Dollar Casino","433 Highway 577 South","Delhi","LA","71232","(318)878-7820","","","","318","22083","CST","Y","32.4445","-91.5289","","","Richland"
579,"Gambling & Casinos","Casinos","Lucky Dollar Casino","964 Highway 3125","Gramercy","LA","70052","(225)869-6192","","","","225","22093","CST","Y","30.1097","-90.6848","5560","","Saint James"
580,"Gambling & Casinos","Casinos","Lucky Eagle Casino","758 Lucky Eagle Drive","Eagle Pass","TX","78852","(830)773-6348","","","","830","48323","CST","Y","28.5841","-100.2545","","","Maverick"
581,"Gambling & Casinos","Casinos","Lucky J'S Casino","193 South Highway 93","Wells","NV","89835","(775)752-2252","","","","775","32007","PST","Y","41.0114","-114.5707","","","Elko"
582,"Gambling & Casinos","Casinos","Lucky Lil's Casino","104 Gallatin","Thompson Falls","MT","59873","(406)827-3120","","","","406","30089","MST","Y","47.6853","-115.2473","","","Sanders"
583,"Gambling & Casinos","Casinos","Lucky Lil's Casino","104 Kootenai Creek Road","Stevensville","MT","59870","(406)777-0745","","","","406","30081","MST","Y","46.5250","-114.0483","","","Ravalli"
584,"Gambling & Casinos","Casinos","Lucky Lil's Casino","108 New York","Chinook","MT","59523","(406)357-2442","","","","406","30005","MST","Y","48.6292","-109.2244","","","Blaine"
585,"Gambling & Casinos","Casinos","Lucky Lil's Casino","1157 South Central Avenue","Sidney","MT","59270","(406)482-4665","","","","406","30083","MST","Y","47.7280","-104.1962","","","Richland"
586,"Gambling & Casinos","Casinos","Lucky Lil's Casino","635 North Montana Street","Dillon","MT","59725","(406)683-2562","","","","406","30001","MST","Y","45.1146","-112.8794","","","Beaverhead"
587,"Gambling & Casinos","Casinos","Lucky Lils Casino Of Rocker","1004 Grizzly Trail","Butte","MT","59701","(406)723-0089","","","","406","30093","MST","Y","45.9274","-112.5042","","","Silver Bow"
588,"Gambling & Casinos","Casinos","Lucky Star Casino","2557 North Highway 171","Lake Charles","LA","70611","(337)217-0040","","","","337","22019","CST","Y","30.3465","-93.2013","3960","","Calcasieu"
589,"Gambling & Casinos","Casinos","Lucky Strike Lounge - Casino & Links","1901 North Broadway","Minot","ND","58703","(701)852-4332","","","","701","38101","CST","Y","48.2481","-101.2982","","","Ward"
590,"Gambling & Casinos","Casinos","Lucky's Billiards & Casino","1539 Fairmont Avenue","Fairmont","WV","26554","(304)366-1175","","","","304","54049","EST","Y","39.4675","-80.0640","","","Marion"
591,"Gambling & Casinos","Casinos","Lucky's Casino Houma","1361 Highway 182","Houma","LA","70364","(985)851-1336","","","","985","22109","CST","Y","29.6352","-90.6742","3350","","Terrebonne"
592,"Gambling & Casinos","Casinos","Madison Auto Truck Plaza & Lucky Dollar Casino","433 Highway 577 South","Delhi","LA","71232","(318)878-1546","","","","318","22083","CST","Y","32.4445","-91.5289","","","Richland"
593,"Gambling & Casinos","Casinos","Magic Diamond Casino","114 South Lane Avenue","East Helena","MT","59635","(406)227-9156","","","","406","30049","MST","Y","46.5244","-111.7280","","","Lewis and Clark"
594,"Gambling & Casinos","Casinos","Magic Diamond Casino","1615 West Main Street","Bozeman","MT","59715","(406)585-2201","","","","406","30031","MST","Y","45.6891","-110.9295","","","Gallatin"
595,"Gambling & Casinos","Casinos","Magic Diamond Casino","230 North Idaho Street","Dillon","MT","59725","(406)683-8324","","","","406","30001","MST","Y","45.1146","-112.8794","","","Beaverhead"
596,"Gambling & Casinos","Casinos","Magic Diamond Casino","905 South Haynes Avenue","Miles City","MT","59301","(406)232-4564","","","","406","30017","MST","Y","46.3777","-105.7778","","","Custer"
597,"Gambling & Casinos","Casinos","Maho Beach Hotel and Casino","4255 Amon Carter Boulevard MD 4234","Ft. Worth","TX","76155","(940)964-8884","(817)931-4228","SHamilton@amrs.amrs.amrcorp.infonet.com","","817","48439","CST","Y","32.8248","-97.0494","","2800","Tarrant"
598,"Gambling & Casinos","Casinos","Majestic International Casino","5728 East Rockinghorse Way","Orange","CA","92869","(949)725-8257","","majestcas@aol.com","","714","06059","PST","Y","33.7790","-117.7595","","5945","Orange"
599,"Gambling & Casinos","Casinos","Majestic Pines Casino","Highway 54","Black River Falls","WI","54615","(715)284-9671","","","","715","55053","CST","Y","44.2819","-90.7695","","","Jackson"
600,"Gambling & Casinos","Casinos","Majestic Pines Casino","Highway 54 East","Black River Falls","WI","54615","(715)284-9036","","","","715","55053","CST","Y","44.2819","-90.7695","","","Jackson"
601,"Gambling & Casinos","Casinos","Majestic Pines Casino","W9010 State Highway 54","Black River Falls","WI","54615","(608)372-3721","","","","715","55053","CST","Y","44.2819","-90.7695","","","Jackson"
602,"Gambling & Casinos","Casinos","Majestic Pines Casino","W9010 State Highway 54","Black River Falls","WI","54615","(715)284-7677","","","","715","55053","CST","Y","44.2819","-90.7695","","","Jackson"
